着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705010604
1,1,1,テスタロッサ,牡3,56,後藤浩輝,1:40.3,,**,3-2,38.1,2.1,1,474(-6),,,,[東] 小林常泰,桐谷茂,500.0,200705010604
2,4,7,アドマイヤワールド,牡3,56,田中勝春,1:40.5,1,**,8-10,37.7,3.9,2,526(-6),,,,[東] 河野通文,近藤利一,200.0,200705010604
3,3,5,サンワードレッツ,牡3,56,蛯名正義,1:40.8,1.3/4,**,2-2,38.7,12.4,5,474(-6),,,,[東] 中川公成,古谷敏明,130.0,200705010604
4,5,10,チアズグローリー,牡3,56,福永祐一,1:41.2,2.1/2,**,3-4,38.9,10.6,4,470(-6),,,,[西] 白井寿昭,北村キヨ子,75.0,200705010604
5,4,8,ヤマタケフレッシュ,牡3,56,武士沢友,1:41.3,クビ,**,7-6,38.8,39.2,7,472(+2),,,,[東] 畠山重則,山中和子,50.0,200705010604
6,2,4,ミヤビキャサリン,牝3,54,吉田豊,1:41.4,3/4,**,1-1,39.5,50.2,8,452(-4),,,,[東] 戸田博文,村上義勝,,200705010604
7,5,9,ダイレクトパス,牡3,56,横山典弘,1:41.7,2,**,10-6,39.2,4.4,3,436(-2),,,,[東] 尾形充弘,渡邊隆,,200705010604
8,1,2,ノムクルーズ,牡3,56,松岡正海,1:42.1,2.1/2,**,6-4,39.7,32.0,6,466(-4),,,,[東] 相沢郁,野村茂雄,,200705010604
9,7,14,スプリングカリン,牝3,54,石橋脩,1:42.2,1/2,**,12-13,39.0,73.5,10,424(-4),,,,[東] 上原博之,加藤春夫,,200705010604
10,3,6,アントレウエルス,牡3,53,高野和馬,1:42.4,1.1/2,**,16-16,38.7,688.1,16,474(-8),,,,[東] 佐藤全弘,篠木俊二,,200705010604
11,8,15,タクティカルカップ,牡3,55,吉田隼人,1:42.6,1.1/2,**,3-6,40.1,55.6,9,470(0),,,,[東] 畠山吉宏,社台レースホース,,200705010604
12,8,16,ジェイキング,牡3,56,勝浦正樹,1:42.7,クビ,**,8-9,40.0,145.5,11,470(0),,,,[東] 石毛善彦,松尾正,,200705010604
13,2,3,レッドホーク,牡3,56,左海誠二,1:42.7,ハナ,**,14-15,39.3,414.0,13,490(0),,,,[東] 小笠倫弘,冨沢敦子,,200705010604
14,6,12,ガンコイッテツ,牡3,55,津村明秀,1:42.8,3/4,**,10-11,39.9,501.4,15,468(-10),,,,[東] 小西一男,田島榮二郎,,200705010604
15,7,13,デルマジョン,牡3,56,石神深一,1:43.2,2.1/2,**,14-13,40.1,448.3,14,456(-6),,,,[東] 堀井雅広,浅沼廣幸,,200705010604
16,6,11,ヤマニンエレメント,牡3,56,小林淳一,1:43.3,1/2,**,13-11,40.4,398.7,12,532(-2),,,,[東] 星野忍,土井肇,,200705010604
