着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200805030207
1,1,2,サインオブゴッド,牡5,57,内田博幸,1:36.2,,**,5-3,37.1,3.9,1,480(+4),,,,[東] 杉浦宏昭,木浪巖,740.0,200805030207
2,8,18,シーディドアラバイ,牝4,55,松岡正海,1:36.6,2.1/2,**,8-7,36.9,6.0,4,436(-4),,,,[東] 栗田博憲,齊藤四方司,300.0,200805030207
3,5,9,エッセイスト,牡5,57,蛯名正義,1:36.8,1.1/4,**,11-9,36.9,5.3,3,482(+2),,,,[東] 勢司和浩,金子真人ホールディングス,190.0,200805030207
4,3,6,レインボージャック,セ5,57,横山典弘,1:37.0,1.1/2,**,8-9,37.1,25.8,8,480(-4),,,,[東] 鹿戸雄一,山本英俊,110.0,200805030207
5,6,12,ノボワールド,牡5,57,武豊,1:37.1,クビ,**,11-9,37.1,4.2,2,442(-6),,,,[東] 西塚安夫,ＬＳ．Ｍ,74.0,200805030207
6,2,4,サラトガティプトン,牡4,57,柴田善臣,1:37.4,1.3/4,**,2-2,38.5,32.0,10,472(+8),,,,[東] 高橋祥泰,櫻井盛夫,,200805030207
7,8,16,ユメノツヅキヲ,牝4,55,村田一誠,1:37.5,3/4,**,17-15,36.9,153.1,14,430(+2),,,,[東] 杉浦宏昭,山岸桂市,,200805030207
8,8,17,ツカサオウカ,牝5,55,武士沢友,1:37.6,クビ,**,14-14,37.2,165.6,15,506(-6),,,,[東] 本間忍,江連智司,,200805030207
9,7,13,マルターズドラドラ,セ5,57,畑端省吾,1:37.6,ハナ,**,18-18,36.7,173.7,17,424(-4),,,,[西] 吉田直弘,藤田与志男,,200805030207
9,7,15,エイトサンデー,牡4,57,藤岡佑介,1:37.6,同着,**,11-13,37.3,16.1,6,514(0),,,,[東] 小西一男,河合良太郎,,200805030207
11,3,5,ジェイケイバクシン,牡4,57,加藤士津,1:37.6,クビ,**,7-7,38.0,26.7,9,514(+2),,,,[東] 加藤和宏,小谷野次郎,,200805030207
12,2,3,コアレスレーサー,牡4,57,勝浦正樹,1:37.7,クビ,**,15-15,37.1,33.3,11,524(+4),,,,[東] 成島英春,小林昌志,,200805030207
13,5,10,ソルヴィエント,牡4,57,幸英明,1:37.7,アタマ,**,5-6,38.4,22.0,7,462(-2),,,,[東] 松山将樹,キャロットファーム,,200805030207
14,4,7,ウインハンズダウン,牡4,57,小牧太,1:38.3,3.1/2,**,3-3,39.3,8.2,5,434(0),,,,[西] 白井寿昭,前田幸治,,200805030207
15,7,14,インザムーンライト,牡5,57,江田照男,1:38.9,3.1/2,**,15-15,38.3,139.1,13,446(+2),,,,[東] 二本柳俊,吉田好雄,,200805030207
16,4,8,カルストントップオ,牡5,57,郷原洋司,1:39.1,1.1/4,**,3-3,40.0,138.1,12,462(+8),,,,[東] 高木登,清水貞光,,200805030207
17,6,11,イエロープリマ,牝4,55,小林淳一,1:39.3,1.1/4,**,8-9,39.3,245.1,18,410(+8),,,,[東] 中野栄治,坪野谷和平,,200805030207
18,1,1,コアレスディガー,牡4,57,柴山雄一,1:40.1,5,**,1-1,41.2,167.9,16,454(-2),,,,[東] 岩戸孝樹,小林昌志,,200805030207
