着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200901010105
1,7,11,スズカフレーム,牡3,56,藤岡佑介,1:45.9,,**,3-4-3-2,37.3,9.6,4,472(-6),,,,[西] 橋田満,永井啓弍,500.0,200901010105
2,1,1,セイウンシグナル,牡3,56,長谷川浩,1:46.1,1.1/2,**,8-7-6-6,37.2,11.2,5,478(+2),,,,[西] 田所秀孝,西山茂行,200.0,200901010105
3,3,3,ミッキーリヒト,牡3,55,丸田恭介,1:46.2,1/2,**,5-4-4-4,37.5,34.8,9,494(+24),,,,[西] 池江泰寿,野田みづき,130.0,200901010105
4,8,13,シルクエステート,牡3,56,池添謙一,1:46.3,3/4,**,6-6-6-4,37.4,27.7,8,452(+8),,,,[西] 岡田稲男,シルク,75.0,200901010105
5,4,4,セイカプレスト,牡3,56,北村友一,1:46.4,1/2,**,2-2-2-2,38.0,5.9,3,446(-8),,,,[東] 相沢郁,久米大,50.0,200901010105
6,5,7,ヴァンエボン,牡3,56,藤田伸二,1:47.5,7,**,1-1-1-1,39.5,2.8,2,478(-6),,,,[西] 山内研二,松本俊廣,,200901010105
7,7,10,コスモキリンジ,牡3,54,三浦皇成,1:48.3,5,**,8-9-8-7,38.9,26.2,6,504(+4),,,,[東] 国枝栄,ビッグレッドファーム,,200901010105
8,5,6,カレンベルナルド,牡3,56,安藤勝己,1:48.5,1,**,10-10-10-9,38.8,2.8,1,482(0),,,,[西] 安田隆行,鈴木隆司,,200901010105
9,6,8,プレシャストップ,牡3,56,秋山真一,1:49.1,3.1/2,**,13-13-13-12,38.8,198.4,13,486(0),,,,[西] 小野幸治,フジワラ・ファーム,,200901010105
10,2,2,オンリースカイ,牡3,56,川島信二,1:49.1,クビ,**,11-10-10-11,39.5,96.4,11,516(+15),,,,[西] 中竹和也,ノースヒルズマネジメント,,200901010105
11,4,5,カシマヴィーナス,牝3,54,松田大作,1:49.2,クビ,**,3-3-4-7,40.5,74.2,10,472(-4),,,,[東] 高市圭二,カシマ,,200901010105
12,8,12,ブラストエルサ,牝3,54,中舘英二,1:49.4,1.1/2,**,6-7-8-9,40.0,26.8,7,468(+4),,,,[東] 池上昌弘,村中徳広,,200901010105
13,6,9,ハワイアンシェーナ,牝3,54,四位洋文,1:49.5,クビ,**,12-12-12-13,39.4,155.9,12,392(-11),,,,[東] 中野栄治,小林博雄,,200901010105
