着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200401010808
1,7,10,スパイキュール,牡4,57,岡部幸雄,1:45.1,,,4-3-3-3,36.1,1.9,1,494(-4),,,,[東] 藤沢和雄,サンデーレーシング,750.0,200401010808
2,8,12,メーンエベンター,牡4,57,松永幹夫,1:45.9,5,,1-1-1-1,37.2,3.5,2,452(-2),,,,[西] 安田隆行,ノースヒルズマネジメント,300.0,200401010808
3,5,6,スマートカイザー,牡4,57,藤田伸二,1:46.1,1.1/4,,2-2-2-2,37.2,6.8,3,458(+6),,,,[東] 田村康仁,大川徹,190.0,200401010808
4,6,9,ゲイリーショー,牡5,57,安田康彦,1:47.1,6,,6-9-9-6,37.4,27.9,8,484(+8),,,,[西] 安田伊佐,東京サラブレッドビューロー,110.0,200401010808
5,5,7,リリーハンター,牡4,57,勝浦正樹,1:47.4,2,,6-5-4-4,38.2,24.3,7,452(-4),,,,[西] 鹿戸幸治,土井孝夫,75.0,200401010808
6,2,2,ファイアーバレー,牡3,54,蛯名正義,1:47.8,2.1/2,,10-11-11-10,37.7,74.9,10,454(-4),,,,[東] 的場均,杉岡時治,,200401010808
7,3,3,メッセトゥルム,牡3,52,北村浩平,1:47.8,ハナ,,10-9-9-10,38.1,40.0,9,462(+4),,,,[西] 浅見秀一,サンデーレーシング,,200401010808
8,1,1,ミラクルカフェ,牡3,54,四位洋文,1:48.1,1.3/4,,6-7-6-5,38.6,16.2,5,486(-2),,,,[東] 小島太,西川清,,200401010808
9,7,11,マンボカーニバル,牝4,55,小野次郎,1:48.4,2,,6-7-6-6,38.9,221.5,12,424(-2),,,,[東] 高松邦男,グランド牧場,,200401010808
10,4,4,ロングキャリオカ,牝3,49,松岡正海,1:48.7,1.3/4,,4-5-4-8,39.4,85.3,11,468(+4),,,,[西] 小野幸治,中井商事,,200401010808
11,4,5,マイネルゲベート,牡3,54,横山典弘,1:49.1,2.1/2,,3-3-6-8,39.6,16.1,4,520(+2),,,,[東] 中野隆良,サラブレッドクラブ・ラフィアン,,200401010808
12,6,8,ヨロコビノサイフ,牡5,57,五十嵐冬,1:49.8,4,,12-12-12-12,39.4,19.6,6,462(-4),,,,[西] 谷潔,小田切有一,,200401010808
13,8,13,セイウンザクラブ,牝4,55,武士沢友,1:50.7,5,,12-12-13-12,40.2,408.6,13,424(-4),,,,[東] 杉浦宏昭,西山茂行,,200401010808
