着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200803010108
1,6,10,ヤマニンパルファン,牝6,55,木幡初広,1:46.8,,**,2-3-4-2,37.5,72.9,10,450(-4),,,,[東] 佐々木亜,土井肇,730.0,200803010108
2,7,12,ルビウス,牝4,55,田辺裕信,1:46.9,1/2,**,2-2-1-1,37.8,4.2,2,476(-2),,,,[東] 粕谷昌央,キャロットファーム,290.0,200803010108
3,8,15,ポートムテキ,牝4,55,古川吉洋,1:47.0,3/4,**,4-5-5-4,37.6,6.2,3,470(-4),,,,[西] 南井克巳,水戸眞知子,180.0,200803010108
4,3,4,ウインフェイム,牝5,55,中舘英二,1:47.1,クビ,**,9-9-5-4,37.7,10.2,4,466(-6),,,,[西] 浅見秀一,ウイン,110.0,200803010108
5,3,5,ギブソンガール,牝4,52,田中健,1:47.2,1/2,**,13-13-10-7,37.5,2.4,1,442(+8),,,,[西] 沖芳夫,齊藤四方司,73.0,200803010108
6,5,9,マチカネアオイ,牝5,55,大野拓弥,1:47.4,1.1/4,**,9-9-12-12,37.5,13.4,7,470(-2),,,,[東] 尾形充弘,細川益男,,200803010108
7,8,14,ニシノナデシコ,牝4,55,津村明秀,1:47.8,2.1/2,**,6-5-8-7,38.3,63.6,9,448(-2),,,,[東] 武藤善則,西山茂行,,200803010108
8,4,6,オンワードカミーノ,牝4,52,宮崎北斗,1:47.9,3/4,**,9-9-12-13,37.9,203.5,13,442(-2),,,,[西] 清水出美,オンワード牧場,,200803010108
9,6,11,クイックバレリーナ,牝5,53,藤岡康太,1:47.9,ハナ,**,7-7-10-10,38.2,104.3,11,440(-6),,,,[西] 荒川義之,高昭牧場,,200803010108
10,7,13,ユノブラッキー,牝5,55,二本柳壮,1:48.0,クビ,**,15-15-5-7,38.6,127.1,12,414(-4),,,,[東] 伊藤正徳,細川祐季子,,200803010108
11,1,1,ウエストリリー,牝4,52,丸田恭介,1:48.0,クビ,**,14-14-2-3,38.8,255.7,14,398(-2),,,,[東] 鈴木勝美,中村雅信,,200803010108
12,4,7,ペチカ,牝4,54,北村友一,1:48.1,1/2,**,1-1-2-4,38.9,10.9,5,476(+14),,,,[東] 加藤和宏,吉田照哉,,200803010108
13,2,2,タイキクラリティ,牝5,55,嘉藤貴行,1:48.5,2.1/2,**,9-9-12-13,38.5,28.0,8,498(-6),,,,[東] 田中清隆,大樹ファーム,,200803010108
14,5,8,ヘンメイレン,牝5,54,的場勇人,1:48.8,1.3/4,**,4-3-8-10,39.2,12.3,6,388(-4),,,,[西] 矢作芳人,栗本良明,,200803010108
15,2,3,カリキュレイター,牝4,55,田面木博,1:50.5,大,**,7-7-12-15,40.5,271.2,15,438(0),,,,[東] 高松邦男,柳橋俊昭,,200803010108
