着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200806050205
1,8,11,チュニジアンブルー,牡2,55,勝浦正樹,1:55.7,,**,8-9-5-2,39.4,3.4,1,496(0),,,,[東] 尾形充弘,酒井牧場,700.0,200806050205
2,8,10,ローレルセラヴィ,牡2,55,小林淳一,1:56.3,3.1/2,**,1-2-2-2,40.3,3.6,2,480(0),,,,[東] 小西一男,ローレルレーシング,280.0,200806050205
3,7,9,フローラルウインド,牝2,54,大庭和弥,1:57.1,5,**,6-6-5-5,40.7,5.3,3,454(0),,,,[東] 奥平雅士,ヒダカ・ブリーダーズ・ユニオン,180.0,200806050205
4,7,8,グレゴリオ,牡2,55,柴田善臣,1:57.4,1.3/4,**,2-1-1-1,41.4,6.7,4,490(0),,,,[東] 堀宣行,グリーンファーム,110.0,200806050205
5,6,7,コスモハーモニー,牡2,55,丹内祐次,1:57.8,2.1/2,**,10-10-9-7,40.7,38.0,10,470(0),,,,[東] 柴崎勇,ビッグレッドファーム,70.0,200806050205
6,2,2,ジャンボマズル,牡2,55,江田照男,1:59.4,10,**,2-2-2-2,43.3,37.8,9,516(0),,,,[東] 星野忍,桐谷茂,,200806050205
7,6,6,タマモコロナ,牡2,55,松岡正海,1:59.9,3,**,2-2-4-6,43.7,11.7,5,462(0),,,,[東] 伊藤伸一,タマモ,,200806050205
8,4,4,ミヤギスピリット,牡2,55,木幡初広,2:00.1,1.1/2,**,7-7-7-7,43.6,27.4,8,468(0),,,,[東] 粕谷昌央,菅原光博,,200806050205
9,5,5,ジェイケイラン,牝2,54,村田一誠,2:00.3,1.1/2,**,11-11-10-10,42.1,103.9,11,476(0),,,,[東] 中川公成,小谷野次郎,,200806050205
10,1,1,ベニバナソング,セ2,52,千葉直人,2:03.2,大,**,5-5-8-9,46.3,12.4,6,500(0),,,,[東] 後藤由之,ベニバナ組合,,200806050205
11,3,3,ファウンテンリズム,牝2,54,吉田豊,2:07.9,大,**,8-7-10-11,49.8,13.0,7,476(0),,,,[東] 戸田博文,馬目卓,,200806050205
