着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200401010308
1,3,3,ラクリマ,牡3,54,芹沢純一,0:58.8,,,9-6,35.0,31.2,7,476(-6),,,,[西] 池江泰郎,藤田孟司,750.0,200401010308
2,6,7,フィールドブラスト,牡3,54,小林徹弥,0:58.8,ハナ,,1-1,35.9,36.2,8,476(0),,,,[西] 野村彰彦,地田勝三,300.0,200401010308
3,2,2,ヒカリブラッシア,牝4,55,横山典弘,0:59.1,1.3/4,,2-2,36.0,4.2,2,460(+2),,,,[東] 池上昌弘,當山隆則,190.0,200401010308
4,5,5,セトノスニッパー,セ4,57,武豊,0:59.1,ハナ,,2-2,35.9,1.7,1,498(0),,,,[西] 西園正都,難波澄子,110.0,200401010308
5,8,12,ワールドドン,牡3,54,菅原勲,0:59.3,1.1/4,,6-6,35.8,17.9,4,484(+16),,,,[西] 鮫島一歩,池田豊治,75.0,200401010308
6,6,8,ピノタージュ,牡3,54,勝浦正樹,0:59.4,1/2,,2-2,36.3,5.1,3,506(+4),,,,[東] 畠山吉宏,サンデーレーシング,,200401010308
7,4,4,コジーンスズカ,牝6,52,南井大志,1:00.0,3.1/2,,11-10,35.9,111.6,10,438(-8),,,,[西] 橋田満,永井啓弍,,200401010308
8,7,10,サチノラヴィ,牝5,52,藤岡佑介,1:00.2,1.1/4,,2-5,37.1,19.5,5,442(-2),,,,[西] 梅内忍,佐藤幸彦,,200401010308
9,5,6,イズミプリンス,牡4,57,松田大作,1:00.2,クビ,,11-10,36.2,222.1,12,480(+4),,,,[西] 武田博,北村実地子,,200401010308
10,8,11,メジロガードナー,セ5,57,四位洋文,1:00.5,2,,8-6,36.9,209.8,11,456(-10),,,,[東] 高橋裕,メジロ牧場,,200401010308
11,7,9,レックレスラン,牡7,56,石橋脩,1:00.7,1.1/4,,9-12,36.9,45.6,9,516(+12),,,,[東] 柴田政人,サンデーレーシング,,200401010308
12,1,1,サビアーレ,牝4,55,五十嵐冬,1:02.8,大,,6-9,39.4,25.1,6,484(-2),,,,[東] 萩原清,吉田和美,,200401010308
