着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200601010504
1,6,10,アドマイヤプルート,牝2,54,岩田康誠,1:10.6,,**,1-1,36.3,4.6,1,464(0),,,,[西] 中尾秀正,近藤利一,700.0,200601010504
2,5,8,ラストベガ,牝2,54,川島信二,1:10.6,クビ,**,6-5,35.4,42.2,11,416(0),,,,[東] 加賀武見,吉田昭一,280.0,200601010504
3,5,7,カラベルラティーナ,牝2,53,津村明秀,1:10.6,ハナ,**,5-5,35.5,13.7,7,406(0),,,,[東] 奥平雅士,キャロットファーム,180.0,200601010504
4,8,13,ベルベットイーグル,牝2,54,服部剛史,1:10.7,1/2,**,6-7,35.4,7.0,4,464(0),,,,[西] 領家政蔵,会田満雄,110.0,200601010504
5,7,12,アラハ,牝2,54,秋山真一,1:10.9,1.1/2,**,3-2,36.3,8.3,5,446(0),,,,[西] 岡田稲男,門野重雄,70.0,200601010504
6,3,4,エプソムキララ,牝2,54,武幸四郎,1:11.0,1/2,**,8-9,35.4,8.9,6,460(0),,,,[西] 西橋豊治,ジャパン・ホースマン・クラブ,,200601010504
7,3,3,サニーラブカフェ,牝2,54,四位洋文,1:11.0,クビ,**,4-4,36.1,26.4,9,468(0),,,,[東] 小島太,西川恭子,,200601010504
8,4,5,ニシノシンワ,牝2,54,本田優,1:11.1,3/4,**,10-10,35.2,42.1,10,430(0),,,,[東] 清水英克,西山茂行,,200601010504
9,2,2,リキアイアチーブ,牝2,54,菊沢隆徳,1:11.1,ハナ,**,8-7,35.6,17.3,8,470(0),,,,[東] 境征勝,高山幸雄,,200601010504
10,4,6,グロリアスウェザー,牝2,54,五十嵐冬,1:11.7,3.1/2,**,13-12,34.9,43.4,12,492(0),,,,[西] 清水出美,サンデーレーシング,,200601010504
11,7,11,ダンツクラフト,牝2,54,藤田伸二,1:12.1,2.1/2,**,2-2,37.6,4.9,3,488(0),,,,[西] 山内研二,山元哲二,,200601010504
12,8,14,イソノクイーン,牝2,54,柴山雄一,1:12.5,2.1/2,**,13-13,35.7,180.2,13,396(0),,,,[西] 古川平,磯野俊雄,,200601010504
13,1,1,チェリーカントリー,牝2,54,小林徹弥,1:12.7,1.1/4,**,11-11,36.5,256.4,14,462(0),,,,[西] 梅田康雄,櫻井倶楽部,,200601010504
14,6,9,ホットフレイバー,牝2,54,藤岡佑介,1:13.1,2.1/2,**,12-13,36.5,4.7,2,476(0),,,,[西] 佐藤正雄,ヒダカ・ブリーダーズ・ユニオン,,200601010504
