着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200806030807
1,8,15,ヤクモキャット,牡5,57,吉田豊,1:53.9,,**,14-14-11-8,38.2,6.3,3,450(-6),,,,[東] 阿部新生,山崎牧場,740.0,200806030807
2,7,13,トーセンマンボ,牡5,57,内田博幸,1:54.5,3.1/2,**,7-7-8-6,39.2,2.7,1,536(0),,,,[東] 保田一隆,島川隆哉,300.0,200806030807
3,8,16,マイボーイ,牡5,57,岩田康誠,1:54.6,1/2,**,16-16-3-2,39.5,18.2,6,482(-2),,,,[東] 小西一男,神林幸一,190.0,200806030807
4,7,14,チャリティショウ,牡4,57,柴田善臣,1:55.0,2.1/2,**,8-8-8-3,39.6,23.1,7,492(+10),,,,[東] 柴田政人,加藤徹,110.0,200806030807
5,5,10,フジマサマックス,牡4,57,戸崎圭太,1:55.1,3/4,**,8-9-11-9,39.4,12.4,5,554(+16),,,,[東] 奥平雅士,藤原正一,74.0,200806030807
6,5,9,トーセンジュビリー,牡5,57,藤岡佑介,1:55.1,ハナ,**,6-6-7-9,39.9,25.7,8,472(+10),,,,[東] 大久保洋,島川隆哉,,200806030807
7,6,12,グッドチョイス,牝4,55,福永祐一,1:55.4,2,**,4-4-3-3,40.3,3.1,2,460(-2),,,,[東] 和田正道,社台レースホース,,200806030807
8,4,7,チノハテマデモ,牝4,55,小牧太,1:55.4,クビ,**,2-2-2-1,40.5,12.2,4,502(+10),,,,[東] 佐藤全弘,北所直人,,200806030807
9,2,4,ギブミーアチャンス,牝5,55,吉田隼人,1:55.8,2.1/2,**,12-11-10-12,40.2,80.2,11,446(+2),,,,[東] 石栗龍彦,近藤正道,,200806030807
10,3,5,キラウエアシチー,牡8,57,柄崎将寿,1:55.9,3/4,**,15-15-15-14,40.0,165.9,15,432(-2),,,,[東] 内藤一雄,友駿ホースクラブ,,200806030807
11,2,3,ロイバーエクセル,牡5,57,岩部純二,1:56.0,クビ,**,4-4-3-6,40.9,105.0,13,452(+6),,,,[東] 中川公成,村中徳広,,200806030807
12,6,11,バーニングラブ,牝4,55,北村宏司,1:56.0,クビ,**,12-13-11-11,40.3,97.5,12,430(+6),,,,[東] 蛯名信広,グランド牧場,,200806030807
13,3,6,オードリーローズ,牝5,55,小林淳一,1:56.1,3/4,**,10-11-15-15,40.1,201.2,16,434(+6),,,,[東] 高橋祥泰,小林牧場,,200806030807
14,1,1,キングブライト,牡4,57,江田照男,1:57.3,7,**,10-9-14-15,41.5,50.2,10,470(-2),,,,[東] 田子冬樹,浅野恭秀,,200806030807
15,1,2,ヒシロシオ,牡4,57,後藤浩輝,1:57.5,1,**,1-1-1-3,42.7,105.0,13,516(+2),,,,[東] 中野隆良,阿部雅一郎,,200806030807
16,4,8,ナカノシマブルース,牡4,57,勝浦正樹,1:59.6,大,**,3-3-3-12,44.6,48.9,9,520(+4),,,,[東] 藤原辰雄,加藤信之,,200806030807
