着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200703020412
1,8,11,エアマグダラ,牝4,55,柴田善臣,2:00.0,,**,1-1-1-1,35.4,2.1,1,464(-4),,,,[東] 伊藤正徳,ラッキーフィールド,740.0,200703020412
2,1,1,アルコセニョーラ,牝3,52,今野忠成,2:00.1,クビ,**,7-4-5-2,35.1,9.7,4,422(+2),,,,[東] 畠山重則,中村政勝,300.0,200703020412
3,5,6,タイキクラリティ,牝4,55,蛯名正義,2:00.6,3,**,9-8-6-2,35.5,20.3,7,504(+4),,,,[東] 田中清隆,大樹ファーム,190.0,200703020412
4,7,9,トーホウシャイン,牝4,55,安藤光彰,2:00.9,2,**,4-4-2-2,36.1,8.0,3,470(+8),,,,[西] 崎山博樹,東豊物産,110.0,200703020412
5,4,4,レオソレイユ,牝5,55,江田照男,2:01.1,1.1/4,**,10-10-11-8,35.7,94.9,11,478(+4),,,,[東] 田子冬樹,レオ,74.0,200703020412
6,6,8,シャドウストリーム,牝4,55,吉田稔,2:01.2,1/2,**,11-11-6-2,36.0,4.4,2,434(-8),,,,[西] 森秀行,飯塚知一,,200703020412
7,2,2,ラウンドダンス,牝3,52,石橋脩,2:01.3,クビ,**,7-8-6-8,36.1,32.9,10,468(-2),,,,[東] 中野隆良,下河辺牧場,,200703020412
8,7,10,ステレオタイプ,牝5,55,吉田隼人,2:02.0,4,**,4-4-6-8,36.9,13.6,5,484(-10),,,,[西] 長浜博之,社台レースホース,,200703020412
9,3,3,コスモフライハイ,牝3,52,武士沢友,2:02.0,クビ,**,2-2-2-2,37.2,31.0,9,486(-6),,,,[東] 柴崎勇,ビッグレッドファーム,,200703020412
10,8,12,ユメノツヅキヲ,牝3,51,大野拓弥,2:02.4,2.1/2,**,2-2-2-2,37.7,14.3,6,430(-6),,,,[東] 杉浦宏昭,山岸桂市,,200703020412
11,6,7,ツリーオブライフ,牝4,55,丹内祐次,2:02.6,1,**,4-4-6-11,37.5,25.1,8,556(+12),,,,[東] 坂本勝美,社台レースホース,,200703020412
12,5,5,センノダンサーズ,牝3,49,草野太郎,2:03.9,8,**,12-12-12-12,36.9,162.5,12,436(0),,,,[東] 小林常泰,浅野正敏,,200703020412
