着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200801010204
1,3,3,ダノンヒデキ,牡2,54,藤田伸二,1:53.3,,**,1-1-1-1,35.2,2.4,1,474(0),,,,[東] 加藤征弘,ダノックス,700.0,200801010204
2,5,5,ロイヤルクリッパー,牝2,52,三浦皇成,1:53.5,1.1/4,**,4-4-3-3,35.2,4.2,2,466(0),,,,[西] 清水出美,社台レースホース,280.0,200801010204
3,8,9,ヴァンクリマ,牡2,54,秋山真一,1:53.6,1/2,**,3-3-3-3,35.3,9.1,6,512(0),,,,[西] 松永幹夫,ノースヒルズマネジメント,180.0,200801010204
4,2,2,ヒカルプリンス,牡2,54,横山典弘,1:54.0,2.1/2,**,4-4-5-5,35.4,7.7,4,464(0),,,,[東] 栗田博憲,高橋京子,110.0,200801010204
5,4,4,テンシノザール,牡2,53,北村友一,1:54.2,1.1/2,**,6-6-8-7,35.3,129.4,9,508(0),,,,[西] 谷潔,杉谷枡夫,70.0,200801010204
6,7,7,スマイルキング,牡2,54,蛯名正義,1:54.3,1/2,**,2-2-2-2,36.2,5.8,3,496(0),,,,[東] 藤原辰雄,齊藤四方司,,200801010204
7,1,1,フィーリングトーン,牝2,54,安藤勝己,1:54.4,1/2,**,7-7-5-6,35.8,8.5,5,466(0),,,,[西] 松田博資,社台レースホース,,200801010204
8,7,8,コウギョウサクラ,牡2,54,四位洋文,1:55.5,7,**,10-9-8-9,36.6,48.1,8,424(0),,,,[東] 小島太,菊地捷士,,200801010204
9,8,10,サイクロンボーイ,牡2,54,菊沢隆徳,1:55.6,クビ,**,8-9-8-7,36.8,133.3,10,452(0),,,,[東] 高松邦男,グランド牧場,,200801010204
10,6,6,スマートカンパニー,牡2,54,田中勝春,1:56.4,5,**,9-8-5-9,37.7,31.1,7,474(0),,,,[東] 国枝栄,大川徹,,200801010204
