着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705020510
1,4,8,ピサノパテック,牡5,57,横山典弘,1:33.6,,**,15-12,33.2,4.5,3,498(-10),,,,[東] 藤沢和雄,市川義美,1867.1,200705020510
2,2,4,エイシンニーザン,牡5,57,田中剛,1:33.6,ハナ,**,3-3,34.0,18.0,4,514(+14),,,,[西] 坂口正則,平井豊光,740.6,200705020510
3,7,14,ダイアモンドヘッド,牡4,57,勝浦正樹,1:33.9,2,**,1-1,34.5,31.4,7,500(0),,,,[西] 池江泰寿,前田幸治,465.3,200705020510
4,8,15,コンドルクエスト,牡6,57,田中勝春,1:34.0,クビ,**,2-2,34.6,77.6,10,476(+18),,,,[東] 二ノ宮敬,吉田勝己,270.0,200705020510
5,1,2,ユキノアサカゼ,牡4,57,柴山雄一,1:34.0,クビ,**,9-8,33.9,18.1,5,508(-2),,,,[東] 根本康広,馬場幸廣,183.0,200705020510
6,4,7,シンゲン,牡4,57,安藤光彰,1:34.1,1/2,**,4-3,34.4,2.4,1,480(-4),,,,[東] 戸田博文,花木照人,,200705020510
7,5,9,カイシュウタキオン,牡4,57,蛯名正義,1:34.1,アタマ,**,9-10,33.9,3.0,2,484(+2),,,,[東] 田中清隆,飯村孝男,,200705020510
8,8,16,ローランジェネルー,牡6,57,北村宏司,1:34.4,1.3/4,**,6-5,34.5,43.1,8,514(+2),,,,[東] 畠山吉宏,斉藤敏博,,200705020510
9,6,12,ルタンティール,牡6,57,吉田豊,1:34.5,1/2,**,6-8,34.4,100.4,11,468(+8),,,,[西] 領家政蔵,西森鶴,,200705020510
10,2,3,トウキュウトップ,牡5,57,吉永護,1:34.6,3/4,**,4-5,34.7,60.9,9,484(+4),,,,[東] 矢野照正,一ノ瀬恭,,200705020510
11,3,5,トラストセレビー,牡7,57,郷原洋司,1:34.6,ハナ,**,6-5,34.7,311.5,14,536(-4),,,,[東] 河野通文,菅波雅巳,,200705020510
12,5,10,トーセンテンショウ,牡8,57,小牧太,1:34.7,1/2,**,12-12,34.3,19.9,6,448(+2),,,,[東] 田村康仁,島川隆哉,,200705020510
13,7,13,シンボリロッキー,セ7,57,田中博康,1:34.8,1/2,**,12-15,34.3,433.4,15,518(+6),,,,[東] 高橋祥泰,和田啓子,,200705020510
14,1,1,コアレスパティオ,牝6,55,武士沢友,1:34.8,アタマ,**,15-16,34.1,109.8,12,468(+2),,,,[東] 成島英春,小林昌志,,200705020510
15,6,11,サムソンハッピー,牡9,57,柴田善臣,1:35.0,1,**,12-12,34.7,263.5,13,498(-4),,,,[東] 二ノ宮敬,田中由子,,200705020510
16,3,6,ペルフェット,牡7,57,小林淳一,1:35.8,5,**,9-10,35.6,477.7,16,520(-16),,,,[西] 角居勝彦,広尾レース,,200705020510
