着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200706030303
1,8,13,ゲンパチタキオン,牡3,56,蛯名正義,1:57.0,,**,7-6-2-2,38.6,4.2,3,530(-4),,,,[東] 中川公成,平野武志,500.0,200706030303
2,7,10,ヒシロシオ,牡3,56,後藤浩輝,1:58.0,6,**,2-2-1-1,39.7,3.3,2,512(-6),,,,[東] 中野隆良,阿部雅一郎,200.0,200706030303
3,6,8,スターシップ,牡3,56,北村宏司,1:58.3,2,**,5-5-5-5,39.5,8.9,5,452(-2),,,,[東] 鈴木伸尋,社台レースホース,130.0,200706030303
4,5,7,タマモポルカ,牡3,56,松岡正海,1:58.6,1.3/4,**,7-8-6-7,39.3,5.3,4,508(-8),,,,[東] 手塚貴久,タマモ,75.0,200706030303
5,8,12,フジマサマックス,牡3,56,横山典弘,1:58.8,1.1/2,**,12-13-8-5,39.4,3.2,1,558(+4),,,,[東] 奥平雅士,藤原正一,50.0,200706030303
6,4,5,マンオンミッション,牡3,56,小林淳一,1:58.9,3/4,**,2-2-4-4,40.4,106.6,10,462(-6),,,,[東] 高橋祥泰,ＭＯＳパートナーシップ,,200706030303
7,2,2,ブラックレディ,牝3,54,吉田豊,1:59.7,5,**,4-4-6-7,40.5,63.6,7,480(-8),,,,[東] 浅野洋一,鳴田啓志,,200706030303
8,1,1,ラストアラシ,牡3,56,柴山雄一,1:59.9,1.1/4,**,9-9-11-9,40.4,248.4,11,432(-4),,,,[東] 加賀武見,吉田昭一,,200706030303
9,3,3,トウキュウフェロー,牡3,56,江田照男,2:00.2,1.3/4,**,1-1-2-3,41.8,22.7,6,460(-8),,,,[東] 矢野照正,一ノ瀬恭,,200706030303
10,7,11,クリノミカエル,牡3,56,大庭和弥,2:00.3,3/4,**,12-10-8-10,40.9,103.8,9,510(-6),,,,[東] 高橋義博,栗本博晴,,200706030303
11,4,4,ハッピーパセリ,牝3,51,千葉直人,2:01.2,5,**,6-6-12-13,41.3,269.0,12,452(+2),,,,[東] 高木登,ヒダカ・ブリーダーズ・ユニオン,,200706030303
12,5,6,ジェイキング,牡3,56,勝浦正樹,2:01.2,クビ,**,10-10-12-12,41.2,78.2,8,466(-4),,,,[東] 石毛善彦,松尾正,,200706030303
13,6,9,ロンシャンステージ,牡3,56,池添謙一,2:01.3,クビ,**,11-10-8-10,41.9,275.6,13,436(-4),,,,[東] 内藤一雄,前田榮生,,200706030303
