着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200601010303
1,7,11,フジノターゲット,牡3,56,武豊,1:47.9,,**,2-2-2-2,38.2,3.5,2,464(0),,,,[東] 柄崎孝,藤井五三,500.0,200601010303
2,2,2,ヤマニンリュクス,牝3,54,藤田伸二,1:47.9,アタマ,**,4-5-4-3,38.0,1.7,1,450(+6),,,,[西] 西橋豊治,土井肇,200.0,200601010303
3,1,1,アグネススピリッツ,牡3,53,的場勇人,1:48.7,5,**,11-10-11-6,37.9,28.0,8,526(+10),,,,[東] 的場均,渡辺孝男,130.0,200601010303
4,5,6,ナムラシラユリ,牝3,54,武英智,1:49.1,2.1/2,**,1-1-1-1,39.5,151.8,11,452(-4),,,,[東] 柄崎孝,奈村信重,75.0,200601010303
5,4,4,ケイアイシュンライ,牡3,56,高井彰大,1:49.5,2.1/2,**,4-3-4-5,39.6,16.7,4,416(0),,,,[西] 鹿戸明,ケイアイホース,50.0,200601010303
6,6,9,ウレシイ,牝3,54,菊沢隆徳,1:50.0,3,**,12-12-11-11,39.2,262.0,13,460(-2),,,,[東] 本間忍,小田切有一,,200601010303
7,8,12,コランダムシチー,牡3,56,藤岡佑介,1:50.0,ハナ,**,3-3-3-3,40.2,20.9,5,442(0),,,,[西] 作田誠二,友駿ホースクラブ,,200601010303
8,5,7,タマモシャイン,牡3,56,岩田康誠,1:50.6,3.1/2,**,8-8-6-6,40.3,9.6,3,484(+4),,,,[西] 小原伊佐,タマモ,,200601010303
9,6,8,トーアサザンクロス,牡3,56,四位洋文,1:50.9,1.3/4,**,12-12-10-9,40.3,24.1,7,424(+2),,,,[東] 中野栄治,東亜駿馬,,200601010303
10,4,5,セルリアンラオウ,牡3,53,黛弘人,1:51.3,2.1/2,**,9-10-13-13,39.8,104.6,10,474(-6),,,,[西] 田所秀孝,イクタ,,200601010303
11,7,10,ウインザクラウン,牝3,53,津村明秀,1:51.4,3/4,**,6-6-9-12,40.9,156.7,12,408(-8),,,,[西] 長浜博之,畑佐博,,200601010303
12,3,3,ストライキング,牝3,54,小林徹弥,1:51.4,アタマ,**,9-9-6-6,41.1,73.0,9,460(+12),,,,[西] 服部利之,塩田清,,200601010303
13,8,13,ユキノスバル,牡3,56,郷原洋司,1:51.8,2.1/2,**,6-6-6-9,41.4,21.2,6,430(-10),,,,[東] 二本柳俊,柏木務,,200601010303
