着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705010409
1,3,5,ダンスフォーウィン,牡4,56,岩田康誠,1:21.3,,**,1-1,33.5,2.5,1,488(+4),,,,[東] 古賀史生,杉山美惠,1520.6,200705010409
2,2,4,サクライナセ,セ6,56,安藤勝己,1:21.9,3.1/2,**,2-2,33.9,5.6,3,514(+4),,,,[東] 的場均,さくらコマース,601.6,200705010409
3,1,2,キラリダイヤモンド,牝5,53,内田博幸,1:21.9,クビ,**,4-4,33.7,4.0,2,458(-2),,,,[東] 秋山雅一,社台レースホース,375.8,200705010409
4,1,1,タケデンノキボー,牡6,54,横山典弘,1:22.1,1.1/2,**,7-7,33.7,8.9,4,502(+6),,,,[東] 奥平雅士,武市弘,220.0,200705010409
5,5,9,チアフルワールド,牡5,56,小野次郎,1:22.3,1.1/4,**,13-13,33.4,26.4,7,494(-4),,,,[東] 堀井雅広,藤田与志男,148.0,200705010409
6,3,6,グロリアスアーチ,牝5,51,村田一誠,1:22.5,1.1/2,**,7-9,34.0,19.2,5,460(-2),,,,[東] 尾形充弘,飯田政子,,200705010409
7,7,13,レインボーロマンス,牝6,53,石神深一,1:22.6,クビ,**,10-10,34.0,35.8,11,462(0),,,,[東] 佐々木亜,賀張中川牧場,,200705010409
8,6,11,ダンシングオン,牡7,56,石橋脩,1:22.6,アタマ,**,15-15,33.5,32.7,10,480(-8),,,,[西] 森秀行,社台レースホース,,200705010409
9,6,12,イノセントワールド,牡6,53,田中勝春,1:22.6,クビ,**,13-13,33.7,32.5,9,500(+22),,,,[東] 勢司和浩,キャロットファーム,,200705010409
10,7,14,クラウニングワーク,牡5,53,吉田豊,1:22.7,1/2,**,10-10,34.1,29.5,8,438(-2),,,,[東] 和田正道,ヒダカ・ブリーダーズ・ユニオン,,200705010409
11,5,10,サクラブライアン,牡8,55,江田照男,1:22.9,1.1/2,**,6-7,34.5,71.0,14,468(0),,,,[東] 秋山雅一,さくらコマース,,200705010409
12,2,3,サージェナイト,牡8,53,津村明秀,1:22.9,アタマ,**,16-16,33.6,360.1,16,476(+6),,,,[東] 小桧山悟,柴原壽光,,200705010409
13,4,7,ビコージェネラル,牡4,53,後藤浩輝,1:23.1,1,**,4-4,34.9,45.4,12,496(+8),,,,[東] 萩原清,レジェンド,,200705010409
14,4,8,ユーロペ,牝4,50,田面木博,1:23.1,ハナ,**,2-2,35.1,23.8,6,436(+6),,,,[東] 高松邦男,伊達秀和,,200705010409
15,8,16,プロスパードン,牡5,54,御神本訓,1:23.1,アタマ,**,12-10,34.4,61.1,13,440(-2),,,,[東] 星野忍,三枝栄二,,200705010409
16,8,15,カイシュウムサシ,牡6,53,熊沢重文,1:23.5,2.1/2,**,7-4,35.3,258.7,15,480(-10),,,,[東] 佐藤吉勝,飯村孝男,,200705010409
