着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200701010609
1,7,14,クーヴェルチュール,牝3,51,横山典弘,1:08.6,,**,2-2,34.6,7.1,4,470(+2),,,,[東] 国枝栄,ヒダカ・ブリーダーズ・ユニオン,4159.5,200701010609
2,6,11,アグネスラズベリ,牝6,54,角田晃一,1:08.7,1/2,**,9-7,34.1,5.4,2,510(0),,,,[西] 西浦勝一,渡辺孝男,1617.0,200701010609
3,4,7,ワイルドシャウト,牡6,56,岩田康誠,1:08.7,ハナ,**,11-10,33.9,5.9,3,532(+2),,,,[東] 和田正道,前田幸治,1008.5,200701010609
4,2,4,ブラックバースピン,牡4,56,池添謙一,1:08.8,1/2,**,5-4,34.5,7.9,5,466(-10),,,,[東] 手塚貴久,藤田与志男,620.0,200701010609
5,8,15,エムオーウイナー,牡6,56,小牧太,1:08.9,1/2,**,2-2,34.8,14.4,8,510(-4),,,,[西] 服部利之,大浅貢,410.0,200701010609
6,3,5,アズマサンダース,牝6,54,藤岡佑介,1:09.0,1/2,**,7-7,34.5,29.3,11,488(-12),,,,[西] 藤岡健一,東哲次,,200701010609
7,8,16,ビーナスライン,牝6,54,秋山真一,1:09.1,1/2,**,11-12,34.3,20.5,9,464(-4),,,,[東] 堀宣行,ターフ・スポート,,200701010609
8,1,1,レヴリ,牝5,54,松田大作,1:09.1,クビ,**,7-7,34.6,28.0,10,436(-12),,,,[西] 昆貢,井上一郎,,200701010609
9,2,3,ニシノチャーミー,牝3,51,北村友一,1:09.1,ハナ,**,15-15,33.8,46.7,12,474(+22),,,,[西] 浅見秀一,西山茂行,,200701010609
10,7,13,シンボリウエスト,セ7,56,古川吉洋,1:09.3,1,**,5-4,34.9,13.2,7,508(+2),,,,[東] 藤沢和雄,シンボリ牧場,,200701010609
11,1,2,ローレルゲレイロ,牡3,53,藤田伸二,1:09.4,1/2,**,4-4,35.2,4.9,1,464(+4),,,,[西] 昆貢,ローレルレーシング,,200701010609
12,6,12,ショウナンパントル,牝5,54,川島信二,1:09.4,クビ,**,13-13,34.5,117.1,14,458(-2),,,,[東] 大久保洋,国本哲秀,,200701010609
13,3,6,ブルーショットガン,牡8,56,武幸四郎,1:09.4,ハナ,**,13-13,34.5,56.0,13,452(-8),,,,[西] 武宏平,ブルーマネジメント,,200701010609
14,5,10,サープラスシンガー,牡3,53,木幡初広,1:09.4,ハナ,**,1-1,35.5,8.4,6,544(+8),,,,[東] 宗像義忠,青木基秀,,200701010609
15,4,8,トールハンマー,牡7,56,柴山雄一,1:09.5,1/2,**,9-10,34.9,126.5,15,474(-2),,,,[東] 二ノ宮敬,サンデーレーシング,,200701010609
取,5,9,リキアイタイカン,牡9,56,勝浦正樹,,,**,,,---,,計不,,,,[東] 阿部新生,高山幸雄,,200701010609
