着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200706020604
1,5,9,アドマイヤワールド,牡3,56,田中勝春,1:56.4,,**,1-1-1-1,39.6,1.2,1,520(-6),,,,[東] 河野通文,近藤利一,500.0,200706020604
2,3,5,マケテタマルカ,牡3,56,松岡正海,1:56.7,2,**,15-15-11-7,39.1,8.5,2,516(+10),,,,[東] 古賀史生,木下秀一,200.0,200706020604
3,5,8,サンライトフェロー,牡3,56,津村明秀,1:56.8,1/2,**,12-12-13-10,38.9,36.6,7,466(-4),,,,[東] 相沢郁,神田紘爾,130.0,200706020604
4,2,2,アロハオエ,牡3,56,後藤浩輝,1:57.1,1.3/4,**,6-2-6-2,40.1,10.3,3,520(-2),,,,[東] 古賀慎明,佐藤敏夫,75.0,200706020604
5,8,14,マイセンシチー,牡3,56,柴山雄一,1:57.5,2.1/2,**,11-11-11-10,39.8,42.8,8,432(-2),,,,[東] 加賀武見,友駿ホースクラブ,50.0,200706020604
6,7,12,トップオブボス,牡3,56,今野忠成,1:57.6,1/2,**,2-2-2-2,40.7,28.8,5,494(+4),,,,[東] 伊藤伸一,横瀬兼二,,200706020604
7,6,10,ヤマビコ,牝3,54,勝浦正樹,1:57.7,クビ,**,2-2-2-4,40.8,136.6,9,474(-6),,,,[東] 小桧山悟,江川伸夫,,200706020604
8,1,1,テンジンカズトヨ,牡3,56,江田照男,1:57.8,3/4,**,9-9-8-8,40.4,211.1,10,468(-2),,,,[東] 矢野照正,テンジン,,200706020604
9,3,4,ブルーメンリッター,牡3,56,吉田豊,1:58.1,2,**,10-10-9-10,40.6,31.5,6,502(-6),,,,[東] 菊川正達,山上和良,,200706020604
10,7,13,ミンナナカヨシ,牡3,56,小林淳一,1:58.7,3.1/2,**,2-2-2-4,41.8,340.9,12,510(-16),,,,[東] 土田稔,神山幸男,,200706020604
11,2,3,コールトゥアーミー,牡3,56,北村宏司,1:58.8,3/4,**,13-13-14-15,40.3,479.8,15,420(+4),,,,[東] 佐藤全弘,西森鶴,,200706020604
12,4,7,シルクオスカー,牡3,55,塚田祥雄,1:59.2,2.1/2,**,14-14-15-14,40.5,337.7,11,490(-4),,,,[東] 中川公成,シルク,,200706020604
13,6,11,マイネルティーダ,牡3,56,吉田隼人,1:59.7,3,**,2-2-2-4,42.8,22.3,4,492(+18),,,,[東] 堀井雅広,サラブレッドクラブ・ラフィアン,,200706020604
14,4,6,ラストカリズマ,牡3,56,石神深一,1:59.9,1.1/2,**,6-7-7-8,42.8,342.0,13,466(-6),,,,[東] 堀井雅広,西森鶴,,200706020604
15,8,15,スガノグローリアス,牡3,56,安藤光彰,2:00.4,3,**,8-8-9-13,42.9,349.6,14,464(0),,,,[東] 松永康利,菅原光太郎,,200706020604
