着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705030109
1,3,4,アルティマトゥーレ,牝3,54,柴田善臣,1:21.6,,**,3-3,34.4,9.2,4,458(-6),,,,[西] 森秀行,社台レースホース,1042.0,200705030109
2,7,12,メダイヨン,牡3,56,後藤浩輝,1:21.7,1/2,**,6-3,34.5,6.5,2,440(-8),,,,[東] 河野通文,浅田次郎,412.0,200705030109
3,5,8,カレンナサクラ,牝3,54,武士沢友,1:21.8,1/2,**,9-10,34.0,19.9,8,440(+4),,,,[東] 保田一隆,北所直人,256.0,200705030109
4,7,13,ローズオットー,牝3,54,横山典弘,1:22.1,2,**,15-15,33.9,2.2,1,468(-2),,,,[東] 萩原清,池谷誠一,150.0,200705030109
5,2,3,レオテンリュウ,牡3,56,江田照男,1:22.3,1.1/4,**,10-8,34.7,12.8,6,526(+6),,,,[東] 杉浦宏昭,レオ,100.0,200705030109
6,5,9,タカラタロウ,牡3,56,村田一誠,1:22.6,2,**,1-1,35.7,47.7,10,464(0),,,,[東] 田村康仁,村山義男,,200705030109
7,3,5,ミカノレディー,牝3,54,蛯名正義,1:22.6,クビ,**,2-2,35.7,19.3,7,444(-2),,,,[東] 土田稔,松本俊廣,,200705030109
8,8,14,ヒシプレミア,牡3,56,北村宏司,1:22.6,ハナ,**,3-3,35.4,10.4,5,494(-4),,,,[東] 小林常泰,阿部雅一郎,,200705030109
9,1,1,キングオブハイシー,牡3,56,松岡正海,1:22.6,アタマ,**,13-10,34.7,58.5,12,472(+8),,,,[東] 手塚貴久,ミルファーム,,200705030109
10,4,6,センザイイチグウ,牡3,56,吉田豊,1:22.8,1.1/4,**,7-8,35.2,20.7,9,452(+4),,,,[東] 谷原義明,平岡茂樹,,200705030109
11,2,2,クロスホーリー,牡3,56,郷原洋司,1:23.0,1.1/4,**,7-7,35.5,71.9,13,474(-6),,,,[東] 郷原洋行,佐々木徹,,200705030109
12,4,7,エイワハヤブサ,牡3,56,勝浦正樹,1:23.0,ハナ,**,11-12,35.0,54.2,11,440(-4),,,,[東] 松山康久,永井公太郎,,200705030109
13,8,15,アルビアン,牝3,54,藤田伸二,1:23.2,1.1/2,**,3-6,35.8,7.9,3,494(0),,,,[東] 伊藤伸一,伊達秀和,,200705030109
14,6,10,シベチャリレンジャ,牡3,56,小林淳一,1:23.6,2.1/2,**,14-13,35.5,336.2,14,492(-15),,,,[東] 清水美波,新井原博,,200705030109
15,6,11,ウツミキングマン,牡3,56,伊藤直人,1:24.0,2.1/2,**,11-13,35.9,491.8,15,418(-14),,,,[東] 小林常泰,露崎勇,,200705030109
