着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200701010101
1,4,4,ヤマカツオーキッド,牝2,54,池添謙一,1:29.6,,**,1-1-1,36.1,4.7,2,466(-2),,,,[西] 池添兼雄,山田博康,500.0,200701010101
2,8,11,ランチボックス,牡2,54,岩田康誠,1:29.8,1.1/4,**,5-3-3,35.9,1.5,1,488(0),,,,[西] 浅見秀一,馬場幸夫,200.0,200701010101
3,1,1,テーオーブラック,牡2,53,北村友一,1:29.9,3/4,**,2-3-3,36.1,16.2,5,442(-14),,,,[西] 梅田智之,小笹公也,130.0,200701010101
4,6,8,スマートギャング,牡2,54,柴山雄一,1:30.1,1.1/2,**,2-2-2,36.5,10.1,3,444(-2),,,,[東] 畠山吉宏,大川徹,75.0,200701010101
5,5,5,ワイルドエキサイト,牝2,54,藤田伸二,1:30.4,2,**,6-5-5,36.3,11.5,4,434(-12),,,,[西] 山内研二,深見富朗,50.0,200701010101
6,8,12,セイカカリンバ,牡2,54,勝浦正樹,1:30.5,1/2,**,8-5-5,36.4,86.9,9,448(-6),,,,[東] 相沢郁,久米大,,200701010101
7,6,7,シルクイーグル,牡2,54,横山典弘,1:30.7,1,**,12-12-10,35.8,25.4,7,480(+8),,,,[東] 尾形充弘,シルク,,200701010101
8,7,9,モリトパラダイス,牡2,54,武幸四郎,1:30.9,1.1/2,**,10-8-8,36.5,48.7,8,466(+4),,,,[東] 阿部新生,石橋忠之,,200701010101
9,7,10,ナスノギンガ,牝2,54,小林徹弥,1:31.2,1.3/4,**,10-8-8,36.8,191.1,12,424(-4),,,,[西] 五十嵐忠,那須野牧場,,200701010101
10,5,6,サクラルミナス,牝2,54,田中勝春,1:31.9,4,**,7-8-11,37.4,144.8,10,404(-2),,,,[東] 伊藤圭三,さくらコマース,,200701010101
11,3,3,サンデーチャリティ,牡2,51,黛弘人,1:32.9,6,**,8-11-12,38.1,162.0,11,424(+6),,,,[東] 高松邦男,水谷八重子,,200701010101
12,2,2,メイショウアーリー,牡2,54,秋山真一,1:33.2,1.3/4,**,2-5-7,39.1,22.8,6,464(+4),,,,[西] 安田伊佐,松本好雄,,200701010101
