着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705050102
1,3,6,ベストロケーション,牝2,54,蛯名正義,1:41.1,,**,2-2,39.1,1.5,1,464(+4),,,,[東] 矢野進,社台レースホース,500.0,200705050102
2,2,4,ライムライトシチー,牡2,55,武士沢友,1:41.3,1.1/4,**,13-13,38.0,28.6,6,470(-10),,,,[東] 成島英春,友駿ホースクラブ,200.0,200705050102
3,3,5,ショウナンハゴロモ,牝2,54,後藤浩輝,1:41.6,2,**,1-1,39.6,4.6,2,466(0),,,,[東] 国枝栄,湘南,130.0,200705050102
4,1,2,チキリボーイ,牡2,55,吉田豊,1:41.7,クビ,**,14-14,38.2,41.3,7,510(+4),,,,[東] 土田稔,西浦和男,75.0,200705050102
5,1,1,フェアープロ,牡2,55,横山典弘,1:41.9,1,**,11-11,38.8,9.3,3,476(+8),,,,[東] 加藤和宏,キャピタルクラブ,50.0,200705050102
6,4,7,ガイアスピリット,牡2,55,藤田伸二,1:41.9,クビ,**,4-4,39.6,13.0,4,438(-2),,,,[東] 清水英克,アローネットサービス,,200705050102
7,6,11,コスモタクミ,牡2,55,吉田隼人,1:42.1,1.1/4,**,7-7,39.5,26.6,5,488(+16),,,,[東] 秋山雅一,岡田繁幸,,200705050102
8,8,15,エドノバラード,牡2,55,郷原洋司,1:42.3,1.1/2,**,2-2,40.2,125.1,10,508(+4),,,,[東] 内藤一雄,遠藤喜松,,200705050102
9,7,13,プッシュハート,牡2,55,勝浦正樹,1:42.4,クビ,**,14-15,38.8,128.2,12,480(+8),,,,[東] 小西一男,島田久,,200705050102
10,2,3,スガノゴールド,牡2,55,江田照男,1:42.6,1.1/2,**,7-7,40.1,59.4,8,450(0),,,,[東] 松永康利,菅原光太郎,,200705050102
11,5,9,イントラストミー,牝2,54,北村宏司,1:43.5,5,**,11-11,40.4,158.4,13,436(-4),,,,[東] 西塚安夫,松尾正,,200705050102
12,8,16,ローレルフリーゲン,牡2,55,五十嵐雄,1:43.7,1,**,4-4,41.4,126.6,11,514(+6),,,,[東] 藤原辰雄,ローレルレーシング,,200705050102
13,7,14,ココロノマド,牝2,54,水出大介,1:43.7,クビ,**,14-15,40.1,586.4,16,438(-2),,,,[東] 矢野進,江川伸夫,,200705050102
14,6,12,クリノポップコーン,牝2,54,小林淳一,1:44.3,3.1/2,**,7-7,41.8,114.9,9,400(-4),,,,[東] 本間忍,栗本博晴,,200705050102
15,5,10,センゴクカイドウ,牡2,55,村田一誠,1:44.4,1/2,**,7-7,41.8,364.0,15,476(0),,,,[東] 佐藤全弘,テンジン,,200705050102
16,4,8,バシケーン,牡2,55,大庭和弥,1:44.4,クビ,**,4-4,42.1,229.2,14,424(0),,,,[東] 高橋義博,石橋英郎,,200705050102
