着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200701020404
1,7,10,アールヌーヴォー,牝3,54,安藤勝己,1:47.1,,**,3-3-2-1,36.9,9.6,5,448(+4),,,,[西] 松田博資,飯田正,500.0,200701020404
2,5,6,コスモタロウ,牡3,56,田中勝春,1:47.1,クビ,**,1-1-1-2,37.1,3.3,1,464(+4),,,,[東] 栗田博憲,ビッグレッドファーム,200.0,200701020404
3,1,1,ニシノドーン,牡3,56,古川吉洋,1:47.2,クビ,**,12-12-7-4,36.6,3.9,2,444(0),,,,[西] 宮本博,西山茂行,130.0,200701020404
4,4,4,レオタツオー,牡3,56,横山典弘,1:47.6,2.1/2,**,10-9-7-7,36.9,6.0,4,478(+6),,,,[東] 加藤和宏,レオ,75.0,200701020404
5,8,13,フジマサマックス,牡3,56,武豊,1:47.7,1/2,**,5-5-4-2,37.3,4.5,3,562(+6),,,,[東] 奥平雅士,藤原正一,50.0,200701020404
6,2,2,テイエムサプライズ,牡3,56,藤岡佑介,1:47.9,1.1/4,**,7-7-7-4,37.2,17.6,6,486(0),,,,[西] 福島勝,竹園正繼,,200701020404
7,4,5,ミッシェルボランテ,牡3,56,柴原央明,1:48.2,2,**,10-9-10-7,37.3,24.7,7,486(0),,,,[西] 鮫島一歩,後藤繁樹,,200701020404
8,3,3,ヤマノフェロー,牡3,56,川島信二,1:48.3,3/4,**,5-5-4-6,37.9,30.6,8,540(-4),,,,[東] 加賀武見,澤村敏雄,,200701020404
9,6,8,トーセンヴェリタス,牡3,56,柴山雄一,1:48.5,1,**,12-12-10-11,37.5,70.8,11,458(+8),,,,[東] 菊川正達,島川隆哉,,200701020404
10,7,11,ダイシンラボス,牡3,56,松田大作,1:50.3,大,**,3-3-4-10,40.0,256.5,13,466(+10),,,,[西] 谷潔,大八木信行,,200701020404
11,8,12,トーアミッシェル,牝3,52,田中博康,1:50.4,クビ,**,9-9-12-12,39.3,99.3,12,436(-4),,,,[東] 小島茂之,東亜駿馬,,200701020404
12,5,7,ライトインダーク,牝3,54,池添謙一,1:50.5,3/4,**,7-8-13-13,39.0,50.1,10,486(-6),,,,[西] 清水出美,エクセルマネジメント,,200701020404
13,6,9,シルクシャレード,牡3,56,伊藤直人,1:51.8,8,**,2-2-2-7,41.7,40.1,9,494(+8),,,,[東] 斎藤誠,シルク,,200701020404
