着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200601010605
1,2,4,ハッピームード,牝3,54,須貝尚介,1:09.7,,**,9-8,35.1,6.0,4,428(-4),,,,[西] 須貝彦三,吉田照哉,500.0,200601010605
2,1,1,シゲルダイノウカイ,牡3,56,岩田康誠,1:09.8,1/2,**,1-1,36.1,4.3,2,466(-6),,,,[西] 小原伊佐,森中蕃,200.0,200601010605
3,3,5,スズカローズマリー,牝3,54,安藤勝己,1:10.1,2,**,6-6,35.7,3.7,1,430(+2),,,,[西] 橋田満,永井啓弍,102.5,200601010605
3,6,12,プラナグリーン,牝3,54,郷原洋司,1:10.1,同着,**,6-6,35.7,47.0,10,432(0),,,,[東] 根本康広,斎藤光政,102.5,200601010605
5,7,13,レストレスハート,牝3,54,柴山雄一,1:10.2,クビ,**,15-12,35.0,16.8,7,462(0),,,,[西] 中尾秀正,キャロットファーム,50.0,200601010605
6,4,7,テイエムラブリー,牝3,51,的場勇人,1:10.2,アタマ,**,4-4,36.0,52.0,11,488(0),,,,[西] 五十嵐忠,竹園正繼,,200601010605
7,2,3,ビートローズ,牝3,54,菊沢隆徳,1:10.4,1.1/2,**,12-10,35.5,43.2,9,482(+6),,,,[東] 石栗龍彦,林千枝子,,200601010605
8,6,11,サトノソニック,牡3,56,北村宏司,1:10.4,アタマ,**,2-2,36.6,4.8,3,490(0),,,,[東] 藤沢和雄,里見治,,200601010605
9,8,16,ラブランジェリ,牝3,53,津村明秀,1:10.4,ハナ,**,3-3,36.4,10.1,5,420(-4),,,,[東] 国枝栄,岡田牧雄,,200601010605
10,1,2,シルクポラリス,牡3,56,古川吉洋,1:10.5,クビ,**,8-9,36.0,55.5,12,468(0),,,,[東] 宗像義忠,シルク,,200601010605
11,4,8,ヒシエンジェル,牝3,54,武幸四郎,1:10.5,クビ,**,12-12,35.5,70.6,13,494(0),,,,[西] 小島貞博,阿部雅一郎,,200601010605
12,7,14,メイルリヒト,牝3,54,藤岡佑介,1:10.9,2.1/2,**,9-10,36.2,128.9,14,428(+4),,,,[東] 斎藤宏,伊達秀和,,200601010605
13,5,9,ユメノロドリゴ,牡3,56,加藤士津,1:11.0,3/4,**,15-15,35.9,12.9,6,480(-6),,,,[西] 崎山博樹,岡崎牧場,,200601010605
14,5,10,ロイバーフェイム,牝3,54,五十嵐冬,1:11.2,1.1/4,**,9-12,36.5,37.6,8,442(-10),,,,[東] 岩戸孝樹,村中徳広,,200601010605
15,3,6,アイウォール,牡3,56,小林徹弥,1:11.4,1.1/4,**,4-4,37.2,168.5,15,502(+6),,,,[西] 佐藤正雄,村上稔,,200601010605
16,8,15,コスモレヴュー,牡3,56,鈴来直人,1:12.1,4,**,12-16,37.2,254.1,16,450(+4),,,,[東] 平井雄二,ビッグレッドファーム,,200601010605
