着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200803020504
1,4,6,ジャスミンローズ,牝3,54,中舘英二,1:45.6,,**,1-1-1-1,38.1,9.7,5,508(0),,,,[東] 戸田博文,吉田照哉,500.0,200803020504
2,7,13,グロリアスメモリー,牝3,54,内田博幸,1:46.2,3.1/2,**,2-2-2-2,37.7,3.6,2,460(-8),,,,[西] 大久保龍,飯田正剛,200.0,200803020504
3,3,5,ソシアルチャーム,牝3,53,田中博康,1:46.9,4,**,7-8-3-3,38.2,5.4,3,544(-8),,,,[東] 清水利章,臼田浩義,130.0,200803020504
4,6,10,ルートファイブ,牝3,54,津村明秀,1:47.1,1.1/2,**,4-4-3-4,38.5,15.9,6,476(+2),,,,[東] 斎藤誠,佐々木徹,75.0,200803020504
5,3,4,ドンダケー,牝3,54,勝浦正樹,1:47.2,クビ,**,10-9-9-9,38.0,3.3,1,450(-4),,,,[東] 萱野浩二,坂田行夫,50.0,200803020504
6,7,12,ミラクルクィーン,牝3,51,千葉直人,1:47.4,1.1/2,**,9-9-10-9,38.1,69.5,11,482(-6),,,,[東] 栗田博憲,小川弘,,200803020504
7,5,8,クインマキシマム,牝3,54,吉田隼人,1:47.5,3/4,**,5-5-6-7,38.6,90.8,12,432(0),,,,[東] 矢野照正,保谷フミ子,,200803020504
8,1,1,シルクパルティータ,牝3,54,吉田豊,1:47.6,3/4,**,7-6-7-5,38.6,6.1,4,452(0),,,,[東] 谷原義明,シルク,,200803020504
9,8,15,ビーマイドリーム,牝3,54,蛯名正義,1:48.0,2.1/2,**,12-12-10-11,38.7,23.8,7,524(+4),,,,[東] 中島敏文,鈴木芳夫,,200803020504
10,5,9,ムーンアイル,牝3,54,石橋脩,1:48.1,1/2,**,13-11-7-5,39.1,27.6,8,440(+10),,,,[東] 鈴木伸尋,吉田好雄,,200803020504
11,2,3,サウスアミューズ,牝3,54,小林淳一,1:48.8,4,**,13-12-10-12,39.5,41.8,9,438(-4),,,,[東] 土田稔,南波壽,,200803020504
12,8,14,アミューズチェリー,牝3,54,柴田善臣,1:49.4,3.1/2,**,6-6-13-13,39.9,148.6,15,484(-6),,,,[東] 嶋田功,チエリー商事,,200803020504
13,4,7,シルキージュエル,牝3,51,宮崎北斗,1:50.6,7,**,11-14-14-15,39.6,58.8,10,470(0),,,,[東] 武藤善則,シルク,,200803020504
14,6,11,カリスマブラック,牝3,54,田中勝春,1:50.7,クビ,**,15-15-15-14,39.5,131.3,14,450(-10),,,,[東] 柴田政人,水谷八重子,,200803020504
15,2,2,フィールドスコープ,牝3,54,加藤士津,1:50.9,1.1/4,**,3-3-3-7,42.2,124.5,13,470(0),,,,[東] 加藤和宏,ヒダカ・ブリーダーズ・ユニオン,,200803020504
