着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200706030409
1,8,12,トウカイオスカー,牝3,54,吉田隼人,2:02.8,,**,10-10-10-10,34.0,6.3,3,428(-6),,,,[東] 後藤由之,内村正則,1032.2,200706030409
2,4,4,スマートカスタム,牝3,54,御神本訓,2:02.8,ハナ,**,4-4-4-3,34.7,3.3,2,478(-4),,,,[西] 大久保龍,大川徹,409.2,200706030409
3,2,2,ミンティエアー,牝3,54,蛯名正義,2:02.8,クビ,**,8-7-8-8,34.3,2.2,1,458(0),,,,[東] 勢司和浩,ＲＲＡ,254.6,200706030409
4,6,9,サンアイブライト,牝3,54,江田照男,2:02.9,クビ,**,6-6-6-5,34.6,12.5,4,480(-8),,,,[東] 杉浦宏昭,福島実,150.0,200706030409
5,5,6,イチゴイチエ,牝3,54,後藤浩輝,2:03.0,1/2,**,1-1-1-1,35.2,19.2,6,428(-4),,,,[東] 伊藤圭三,グランド牧場,100.0,200706030409
6,7,10,アルコセニョーラ,牝3,54,池田鉄平,2:03.2,1.1/4,**,7-7-6-7,34.9,15.6,5,422(-4),,,,[東] 畠山重則,中村政勝,,200706030409
7,7,11,マジックビクトリア,牝3,54,柴田善臣,2:03.5,2,**,3-3-2-3,35.6,26.0,8,438(-4),,,,[東] 稲葉隆一,鈴木芳夫,,200706030409
8,6,8,エフテーララーヤ,牝3,54,柴山雄一,2:03.5,アタマ,**,2-2-2-2,35.6,75.6,10,426(-1),,,,[東] 西塚安夫,深野茂雄,,200706030409
9,1,1,センギョウシュフ,牝3,54,北村宏司,2:03.6,3/4,**,12-12-13-13,34.2,20.7,7,424(-4),,,,[東] 高橋義博,高橋信博,,200706030409
10,8,13,ビーアデビル,牝3,54,秋山真一,2:03.8,1.1/4,**,12-12-12-12,34.7,241.7,12,424(+4),,,,[東] 保田一隆,ミルファーム,,200706030409
11,4,5,ヤマノミライ,牝3,54,吉田豊,2:03.8,クビ,**,10-10-10-11,35.0,199.9,11,440(+2),,,,[東] 加賀武見,澤村敏雄,,200706030409
12,3,3,ロコロンドン,牝3,54,藤田伸二,2:03.9,1/2,**,4-4-4-5,35.8,32.0,9,440(-10),,,,[東] 堀宣行,堤賢一,,200706030409
13,5,7,ハーバルパフューム,牝3,54,内田博幸,2:04.1,1.1/4,**,8-7-8-8,35.6,301.6,13,436(-6),,,,[地] 久保与造,中島稔,,200706030409
