着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200805010610
1,6,11,エスケーカントリー,牡4,56,横山典弘,2:12.2,,**,16-16-16-15,36.1,8.6,5,508(+10),,,,[東] 武市康男,木村直樹,1872.0,200805010610
2,8,16,ヴァンデグローブ,牡5,57,内田博幸,2:12.4,1.1/2,**,8-6-6-7,37.3,3.2,1,520(-6),,,,[東] 藤沢和雄,サンデーレーシング,742.0,200805010610
3,1,1,メイショウゲンスイ,牡4,56,後藤浩輝,2:12.4,アタマ,**,4-4-6-4,37.6,4.7,2,506(+4),,,,[西] 白井寿昭,松本好雄,466.0,200805010610
4,1,2,コウエイノホシ,牡5,57,江田照男,2:12.7,2,**,11-10-9-9,37.3,16.8,8,498(+4),,,,[西] 山内研二,伊東政清,270.0,200805010610
5,2,4,ケアレスウィスパー,牝4,54,吉田隼人,2:12.8,クビ,**,14-14-13-14,37.1,66.0,11,454(+2),,,,[西] 松元茂樹,吉田勝己,183.0,200805010610
6,3,5,シルククルセイダー,牡5,57,津村明秀,2:12.8,ハナ,**,12-13-13-11,37.2,6.6,3,518(-10),,,,[西] 領家政蔵,シルク,,200805010610
7,3,6,コンプレッソ,牡5,57,田中博康,2:13.0,1.1/2,**,1-1-1-1,38.9,73.6,12,486(-2),,,,[西] 池江泰寿,藤田孟司,,200805010610
8,4,8,ウインルーセント,牡4,56,石橋脩,2:13.1,1/2,**,10-10-2-2,38.8,16.3,7,506(-4),,,,[西] 佐々木晶,ウイン,,200805010610
9,7,14,ピサノフィリップ,牡7,57,中舘英二,2:13.4,1.3/4,**,2-3-2-2,39.1,26.2,9,494(-8),,,,[西] 田所清広,市川義美,,200805010610
10,5,9,ピースデザイン,牡6,57,安藤勝己,2:13.7,1.3/4,**,4-4-5-6,38.8,8.5,4,550(+2),,,,[東] 堀宣行,吉田千津,,200805010610
11,8,15,ストラディヴァリオ,牡5,57,村田一誠,2:14.3,3.1/2,**,6-6-6-8,39.0,9.0,6,540(-4),,,,[西] 友道康夫,ターフ・スポート,,200805010610
12,6,12,ウルフボーイ,牡6,57,蛯名正義,2:14.8,3,**,12-12-12-11,39.3,47.3,10,486(-2),,,,[東] 萱野浩二,グランド牧場,,200805010610
13,4,7,シュンサイ,牡9,57,小野次郎,2:14.9,3/4,**,2-2-2-4,40.1,222.5,15,514(-4),,,,[西] 川村禎彦,石川博,,200805010610
14,5,10,リスキーアフェア,牡6,57,木幡初広,2:15.0,3/4,**,6-9-9-9,39.6,79.3,13,510(+8),,,,[東] 勢司和浩,臼田浩義,,200805010610
15,2,3,ジュークジョイント,牡7,57,柴田善臣,2:15.2,1.1/4,**,15-15-15-15,39.0,96.5,14,498(-4),,,,[東] 鈴木康弘,社台レースホース,,200805010610
16,7,13,エプソムドン,牡6,57,丹内祐次,2:17.2,大,**,8-6-9-11,41.7,384.8,16,542(+14),,,,[東] 岩城博俊,ジャパン・ホースマン・クラブ,,200805010610
