着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200803030705
1,5,9,ガッサンルーブル,牡7,57,赤木高太,1:08.4,,**,9-7,36.1,10.3,5,532(-2),,,,[東] 畠山吉宏,西村專次,730.0,200803030705
2,1,1,シンボリシュタルク,牡3,56,中舘英二,1:08.8,2.1/2,**,1-1,37.5,2.9,1,512(+6),,,,[東] 菊川正達,シンボリ牧場,290.0,200803030705
3,5,10,キタサンコンバット,牡4,57,北村友一,1:08.9,3/4,**,2-2,37.5,3.5,2,498(-8),,,,[西] 橋口弘次,大野商事,180.0,200803030705
4,3,6,テイエムゲンキボ,牡4,54,黛弘人,1:09.0,クビ,**,13-12,36.2,50.5,10,498(+2),,,,[東] 中野渡清,竹園正繼,110.0,200803030705
5,7,14,セイヴィングス,牝5,55,中谷雄太,1:09.0,クビ,**,2-2,37.5,40.6,8,494(+20),,,,[東] 武市康男,松平恭司,73.0,200803030705
6,8,15,シルクイーグル,牡3,56,津村明秀,1:09.1,3/4,**,4-4,37.4,8.2,4,484(+2),,,,[東] 尾形充弘,シルク,,200803030705
7,4,8,メイキンマジック,牡4,54,丸田恭介,1:09.2,クビ,**,11-10,36.6,77.2,11,518(0),,,,[東] 石毛善彦,加藤愼一,,200803030705
8,3,5,ブイヘネシー,牡6,57,太宰啓介,1:09.4,1.1/4,**,16-14,36.5,13.2,6,508(-2),,,,[西] 石坂正,山田博康,,200803030705
9,6,12,エプソムスタウト,牡4,56,藤岡康太,1:09.5,クビ,**,9-10,37.1,217.7,16,486(0),,,,[西] 武宏平,ジャパン・ホースマン・クラブ,,200803030705
10,2,3,シャドウランズ,牡3,53,宮崎北斗,1:09.7,1.1/4,**,6-5,37.6,101.6,13,494(+12),,,,[東] 柴崎勇,山上和良,,200803030705
11,1,2,フジマサルビー,牝3,51,池崎祐介,1:10.0,1.3/4,**,13-12,37.3,170.8,14,486(0),,,,[東] 奥平雅士,藤原正一,,200803030705
12,6,11,パワーウェーブ,牡3,56,古川吉洋,1:10.0,クビ,**,11-14,37.4,14.2,7,470(+2),,,,[西] 武邦彦,協和牧場,,200803030705
13,4,7,テンエイルンルン,牝4,55,小野次郎,1:10.2,3/4,**,4-5,38.4,7.2,3,454(-6),,,,[東] 嶋田潤,熊坂富寿雄,,200803030705
14,8,16,ジュセトゥ,牝3,53,田中博康,1:10.3,3/4,**,6-9,38.3,46.4,9,480(+4),,,,[東] 清水利章,伊達敏明,,200803030705
15,7,13,シャインジュエリー,牝4,55,田辺裕信,1:10.5,1.1/4,**,6-7,38.5,215.3,15,450(-10),,,,[東] 石栗龍彦,宮内牧場,,200803030705
16,2,4,ルルドウォーター,牡5,57,大野拓弥,1:11.0,3,**,13-14,38.3,81.5,12,472(+4),,,,[東] 平井雄二,岡田牧雄,,200803030705
