着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200701020501
1,8,10,ショウサンマグナ,牡2,54,芹沢純一,1:52.8,,**,1-1-1-1,36.4,10.7,4,476(-12),,,,[西] 矢作芳人,鈴木昭和,500.0,200701020501
2,5,5,ダイワジャンヌ,牝2,51,的場勇人,1:53.1,2,**,6-5-5-5,36.2,3.0,2,440(+6),,,,[東] 的場均,大城敬三,200.0,200701020501
3,6,6,ゴルディオス,牡2,54,岩田康誠,1:53.2,1/2,**,2-3-3-2,36.5,4.1,3,490(-4),,,,[西] 松田博資,社台レースホース,130.0,200701020501
4,1,1,スペルバインド,牝2,54,菊沢隆徳,1:53.5,2,**,9-9-6-5,36.5,2.4,1,486(-10),,,,[西] 長浜博之,社台レースホース,75.0,200701020501
5,4,4,シルクハリアー,牡2,54,津村明秀,1:53.7,1.1/2,**,4-5-6-5,36.7,24.7,6,436(-4),,,,[東] 畠山吉宏,シルク,50.0,200701020501
6,7,8,トキノプリンセス,牝2,54,藤岡佑介,1:53.8,クビ,**,4-4-3-3,37.1,31.7,7,434(-6),,,,[東] 伊藤伸一,池田豊治,,200701020501
7,7,7,セイカカリンバ,牡2,54,柴山雄一,1:53.8,クビ,**,2-2-2-3,37.2,39.8,8,436(-12),,,,[東] 相沢郁,久米大,,200701020501
8,3,3,ファイナルジャッジ,牡2,54,松田大作,1:54.2,2.1/2,**,9-9-9-8,37.0,86.4,9,450(-2),,,,[西] 五十嵐忠,深見富朗,,200701020501
9,2,2,フェイドレスシーン,牝2,54,池添謙一,1:54.2,ハナ,**,8-7-9-8,37.0,20.1,5,426(-6),,,,[西] 飯田雄三,サンデーレーシング,,200701020501
10,8,9,マイネルスウィング,牡2,54,北村浩平,1:55.1,5,**,6-7-6-10,38.1,129.9,10,480(+2),,,,[西] 田所秀孝,サラブレッドクラブ・ラフィアン,,200701020501
