着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200803020505
1,8,14,ヴリル,牡7,60,穂苅寿彦,3:02.3,,,1-1-1-1,13.2,3.0,1,506(0),,,,[東] 松山将樹,ビッグレッドファーム,850.0,200803020505
2,8,13,ニケダイヤモンド,牡3,58,白浜雄造,3:02.6,1.3/4,,10-10-5-2,13.2,32.0,9,508(0),,,,[西] 浅見秀一,松浦正厚,340.0,200803020505
3,6,10,アラメダキング,牡5,60,柴田大知,3:03.6,6,,2-2-4-5,13.3,3.2,2,480(+2),,,,[東] 高橋祥泰,櫻井盛夫,210.0,200803020505
4,3,4,グローリージョン,牡7,60,浜野谷憲,3:04.6,6,,7-5-3-2,13.3,13.4,6,454(-12),,,,[東] 星野忍,醍醐ホース,130.0,200803020505
5,2,2,ロードウィズダム,牡6,60,柴田未崎,3:04.6,ハナ,,5-7-5-5,13.3,18.3,7,488(-10),,,,[東] 高木登,ロードホースクラブ,85.0,200803020505
6,1,1,ユウタービスケット,牡4,60,平沢健治,3:05.0,2.1/2,,2-2-2-2,13.4,23.5,8,476(-8),,,,[東] 南田美知,上山利広,,200803020505
7,3,3,トーセンセレニティ,牝5,58,宗像徹,3:05.4,2.1/2,,6-5-5-7,13.4,11.6,5,448(+2),,,,[東] 加藤征弘,島川隆哉,,200803020505
8,7,12,シルクシャングリラ,牝4,58,石神深一,3:07.4,大,,12-11-9-8,13.5,146.8,12,418(-2),,,,[東] 大和田稔,シルク,,200803020505
9,5,8,サツキイーグル,牡5,60,蓑島靖典,3:07.5,3/4,,13-11-9-8,13.5,148.3,13,480(0),,,,[東] 大和田稔,石田眞一,,200803020505
10,6,9,オイワケシンドウ,牡6,60,高野和馬,3:07.8,2,,9-9-8-8,13.6,139.7,11,488(-16),,,,[東] 柴崎勇,岡田牧雄,,200803020505
11,7,11,パレスドン,牡6,60,矢原洋一,3:14.6,大,,11-11-12-11,14.1,53.4,10,570(-6),,,,[東] 南田美知,西村豊,,200803020505
取,4,5,グランドアムール,牝4,58,水出大介,,,,,,---,,計不,,,,[東] 大江原哲,グランド牧場,,200803020505
中,4,6,デリジェントハート,牝4,58,大庭和弥,,,,4-4,,6.4,3,450(+14),,,,[東] 本間忍,大井田修,,200803020505
中,5,7,ミウラマリリン,牝4,58,横山義行,,,,7-8-9-12,,7.8,4,484(-14),,,,[東] 柄崎孝,佐藤明,,200803020505
