着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200801010503
1,5,6,アムネリス,牝3,53,的場勇人,0:59.7,,**,1-1,36.8,2.9,2,468(+6),,,,[東] 本郷一彦,ヒダカ・ブリーダーズ・ユニオン,500.0,200801010503
2,7,9,コウヨウサルート,牡3,55,三浦皇成,0:59.7,クビ,**,2-2,36.7,1.9,1,534(-2),,,,[東] 菅原泰夫,寺内正光,200.0,200801010503
3,7,10,アメリカンヒロイン,牝3,54,津村明秀,1:00.2,3,**,3-3,36.9,19.8,5,454(+10),,,,[東] 石栗龍彦,小野博郷,130.0,200801010503
4,8,12,ピーカブー,牝3,54,横山典弘,1:00.3,1/2,**,5-4,36.6,9.9,3,448(+22),,,,[東] 大江原哲,キャロットファーム,75.0,200801010503
5,8,11,ヒマワリスマイル,牝3,54,武幸四郎,1:00.7,2.1/2,**,9-8,36.5,69.2,9,440(+4),,,,[西] 本田優,高昭牧場,50.0,200801010503
6,1,1,ラバーズトウショウ,牝3,51,丸田恭介,1:00.8,1/2,**,4-4,37.3,58.6,8,456(0),,,,[東] 小笠倫弘,トウショウ産業,,200801010503
7,3,3,シンメトリーアート,牡3,55,北村友一,1:00.8,ハナ,**,5-6,37.2,24.9,7,476(0),,,,[西] 崎山博樹,角家弘志,,200801010503
8,5,5,マヤノアンズ,牝3,54,松田大作,1:00.8,アタマ,**,9-10,36.7,13.3,4,438(+2),,,,[西] 梅内忍,田所英子,,200801010503
9,2,2,ボイスオブゴッド,牡3,56,長谷川浩,1:01.1,1.3/4,**,11-8,36.8,134.4,11,458(+2),,,,[西] 西浦勝一,田中昇,,200801010503
10,6,8,カシマジュリアン,牝3,54,鈴来直人,1:01.3,1.1/4,**,7-7,37.3,221.4,12,418(+6),,,,[東] 佐藤全弘,松浦一久,,200801010503
11,4,4,エイトスター,牡3,56,岩田康誠,1:01.5,1.1/4,**,7-10,37.6,23.7,6,514(+4),,,,[東] 南田美知,玉置辰次,,200801010503
12,6,7,テイクシックス,牝3,54,菊沢隆徳,1:03.3,大,**,12-12,38.8,116.5,10,454(-2),,,,[東] 天間昭一,小林薫,,200801010503
