着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200801020112
1,3,6,ラヴァーズテーラー,牝3,50,荻野琢真,1:10.0,,**,4-3,35.6,5.5,3,448(+6),,,,[西] 平田修,中西浩一,740.0,200801020112
2,4,8,クレバーデューク,牡4,57,岩田康誠,1:10.1,1/2,**,9-11,35.2,8.3,4,468(0),,,,[西] 崎山博樹,田邉正明,300.0,200801020112
3,2,4,アースコマンダー,牡4,56,三浦皇成,1:10.2,1/2,**,5-5,35.6,3.7,2,470(-4),,,,[西] 野元昭,松山増男,190.0,200801020112
4,3,5,コパノシンオー,牡3,55,大野拓弥,1:10.2,クビ,**,11-8,35.2,45.6,10,450(+6),,,,[東] 武藤善則,小林祥晃,110.0,200801020112
5,8,15,イナズマレオ,牡3,54,的場勇人,1:10.2,ハナ,**,14-15,34.7,97.7,13,474(+4),,,,[東] 稗田研二,小泉賢悟,74.0,200801020112
6,6,12,メジロアースラ,牝3,53,横山典弘,1:10.3,1/2,**,14-12,34.9,3.0,1,478(+6),,,,[西] 田島良保,メジロ牧場,,200801020112
7,8,16,モンスターパーク,牡3,55,松田大作,1:10.3,クビ,**,9-8,35.4,85.7,12,466(+4),,,,[東] 松山康久,キャロットファーム,,200801020112
8,1,1,テイエムオペレッタ,牝4,54,北村友一,1:10.4,1/2,**,5-7,35.7,15.3,7,484(+2),,,,[西] 五十嵐忠,竹園正繼,,200801020112
9,4,7,シベリアンヒート,牡5,57,津村明秀,1:10.5,クビ,**,5-5,35.9,11.8,5,514(+10),,,,[東] 堀井雅広,藤田在子,,200801020112
10,5,9,ハギノアスラン,セ4,57,村田一誠,1:10.5,アタマ,**,13-12,35.2,138.3,16,460(+20),,,,[西] 松田国英,日隈良江,,200801020112
11,5,10,イーサンディーバ,牝3,53,宮崎光行,1:10.7,1.1/4,**,1-1,37.1,101.6,14,456(-4),,,,[東] 天間昭一,国本勇,,200801020112
12,6,11,セントラルパーク,牝4,55,古川吉洋,1:10.7,クビ,**,12-12,35.5,41.5,8,454(+6),,,,[西] 藤原英昭,山本敏晴,,200801020112
13,2,3,ジェヴォーナ,牝3,50,丸田恭介,1:10.8,クビ,**,5-8,36.1,71.6,11,416(+8),,,,[東] 成島英春,ヒダカ・ブリーダーズ・ユニオン,,200801020112
14,1,2,ピエネヴェーレ,牝4,55,中舘英二,1:11.1,1.3/4,**,2-2,37.3,13.8,6,466(+4),,,,[東] 小笠倫弘,グリーンファーム,,200801020112
15,7,14,ハイデフィニション,牝3,52,田中博康,1:11.5,2.1/2,**,3-3,37.5,42.1,9,504(+8),,,,[東] 高橋裕,岡田牧雄,,200801020112
16,7,13,シングアップロック,牝4,55,和田竜二,1:12.1,3.1/2,**,16-16,36.3,123.9,15,440(+2),,,,[東] 岩戸孝樹,櫻井正,,200801020112
