着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200706050508
1,6,12,チョウカイシャトル,牡5,57,柴田善臣,1:12.0,,**,3-3,37.6,7.7,3,538(+2),,,,[東] 中野隆良,平田牧場,1050.0,200706050508
2,4,8,ブルーカーディナル,牡3,56,石神深一,1:12.2,1,**,1-1,37.9,12.3,6,516(0),,,,[東] 佐藤吉勝,ブルーマネジメント,420.0,200706050508
3,5,10,フリーモア,牡5,57,松岡正海,1:12.3,1/2,**,12-11,37.3,4.6,2,472(+4),,,,[東] 相沢郁,堀越毅一,260.0,200706050508
4,6,11,アドマイヤベッカム,牡6,57,村田一誠,1:12.3,クビ,**,14-14,37.1,62.5,12,494(+2),,,,[東] 河野通文,近藤利一,160.0,200706050508
5,1,1,コペルニクス,牡4,54,草野太郎,1:12.4,クビ,**,3-3,38.0,31.0,8,482(+18),,,,[東] 伊藤圭三,伊達秀和,105.0,200706050508
6,5,9,タカラヘリオス,牡3,56,戸崎圭太,1:12.4,アタマ,**,2-2,38.1,35.7,11,494(+8),,,,[東] 田村康仁,村山義男,,200706050508
7,1,2,トワイニングイモン,牡5,57,南田雅昭,1:12.4,ハナ,**,3-7,37.9,90.5,14,478(0),,,,[東] 南田美知,井門敏雄,,200706050508
8,3,6,モンプティクール,牝4,55,江田照男,1:12.4,ハナ,**,8-8,37.7,11.2,5,448(0),,,,[東] 大江原哲,キャロットファーム,,200706050508
9,4,7,グリーディー,牝5,55,勝浦正樹,1:12.6,1,**,8-10,37.9,33.3,9,498(+4),,,,[東] 本間忍,清水二朗,,200706050508
10,7,13,ベルモントリボン,牝3,54,郷原洋司,1:12.8,1.1/4,**,15-14,37.5,11.0,4,488(+2),,,,[東] 柴崎勇,ベルモントファーム,,200706050508
11,2,4,ザップトウショウ,牝6,55,高橋智大,1:12.9,1/2,**,8-8,38.2,200.2,16,498(0),,,,[東] 土田稔,トウショウ産業,,200706050508
12,8,16,ブルーベレッタ,牡5,57,大庭和弥,1:12.9,ハナ,**,3-3,38.5,33.9,10,502(+4),,,,[東] 小笠倫弘,ブルーマネジメント,,200706050508
13,8,15,フジヤマスウィープ,牡4,57,村上忍,1:12.9,アタマ,**,11-11,38.0,23.5,7,506(0),,,,[西] 森秀行,藤本龍也,,200706050508
14,3,5,キョウエイシンファ,牝5,55,矢原洋一,1:12.9,アタマ,**,16-16,37.3,80.5,13,460(+2),,,,[東] 的場均,インターナシヨナルホース,,200706050508
15,2,3,プリンコックス,牡7,57,小林久晃,1:13.5,3.1/2,**,12-11,38.5,169.6,15,494(0),,,,[東] 沢峰次,サンデーレーシング,,200706050508
16,7,14,オープンザゲート,牡3,56,吉田隼人,1:13.5,ハナ,**,3-3,39.1,2.3,1,476(+2),,,,[東] 田村康仁,ディアレスト,,200706050508
