着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200703020110
1,5,8,プレミアムボックス,牡4,57,吉田隼人,1:07.9,,**,5-4,34.3,2.5,1,518(+4),,,,[東] 上原博之,社台レースホース,1515.0,200703020110
2,7,12,トミノドリーム,牝3,52,高山太郎,1:08.2,2,**,9-8,34.3,17.7,6,470(+4),,,,[東] 佐藤全弘,富岡喜平,600.0,200703020110
3,2,3,バードントロフィー,牡6,57,安藤光彰,1:08.3,クビ,**,7-4,34.6,220.2,15,492(-10),,,,[東] 天間昭一,ヒダカ・ブリーダーズ・ユニオン,375.0,200703020110
4,3,4,マキシマムスピード,牡9,57,後藤浩輝,1:08.3,クビ,**,2-2,34.9,15.1,5,490(-12),,,,[東] 中野栄治,坪野谷和平,220.0,200703020110
5,4,6,ピサノデュエル,セ8,57,石橋脩,1:08.6,1.3/4,**,14-11,34.2,115.7,13,432(+2),,,,[東] 堀宣行,市川義美,148.0,200703020110
6,5,9,シルクゾディアック,牡4,57,中舘英二,1:08.6,ハナ,**,1-1,35.4,3.1,2,486(-6),,,,[西] 加用正,シルク,,200703020110
7,3,5,トーセングラマー,牝3,52,田中勝春,1:08.6,ハナ,**,5-4,35.0,7.0,3,496(+2),,,,[東] 宗像義忠,島川隆哉,,200703020110
8,6,11,アラマサフェアリー,牝5,55,大野拓弥,1:08.7,3/4,**,11-11,34.6,25.5,8,456(-4),,,,[東] 阿部新生,アラキファーム,,200703020110
9,6,10,サンドクリーク,セ5,57,西田雄一,1:08.7,ハナ,**,11-8,34.6,120.1,14,448(+2),,,,[東] 二本柳俊,野坂牧場,,200703020110
10,1,1,アンテリオール,牡6,57,小林淳一,1:08.9,1.1/4,**,14-14,34.5,90.7,11,476(0),,,,[東] 小桧山悟,柴原榮,,200703020110
11,8,14,シルクアヴァロン,牡4,57,飯田祐史,1:09.0,クビ,**,11-14,34.8,9.4,4,478(+6),,,,[西] 大久保龍,シルク,,200703020110
12,8,15,パープルストック,牝3,52,蛯名正義,1:09.1,3/4,**,9-11,35.2,91.8,12,478(+2),,,,[東] 高橋祥泰,臼田浩義,,200703020110
13,2,2,ヨバンマツイ,牡5,57,村田一誠,1:09.2,1/2,**,2-3,35.7,44.8,9,470(+2),,,,[東] 阿部新生,野村茂雄,,200703020110
14,7,13,レオカーディナル,牡7,57,岩部純二,1:09.6,2.1/2,**,7-8,35.9,20.6,7,500(0),,,,[東] 萱野浩二,レオ,,200703020110
15,4,7,ピアニスト,牝6,55,柴田善臣,1:09.6,クビ,**,2-4,36.1,71.0,10,434(+2),,,,[東] 矢野進,小田切有一,,200703020110
