着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200703010612
1,5,6,スズカダーク,牡4,57,中舘英二,1:47.3,,**,4-6-6-6,35.3,2.2,1,460(+10),,,,[西] 武宏平,永井啓弍,1086.4,200703010612
2,1,1,エルロドリゴ,牡6,57,田中博康,1:47.5,1,**,11-11-11-11,34.9,11.2,3,464(-2),,,,[東] 蛯名信広,吉田喬,430.4,200703010612
3,7,10,ケンブリッジレーザ,牡4,57,菊沢隆徳,1:47.5,クビ,**,7-6-6-6,35.5,16.8,6,502(+6),,,,[西] 大根田裕,中西健造,265.2,200703010612
4,6,8,レーザーズエッジ,牡5,57,小野次郎,1:47.6,1/2,**,2-2-2-2,36.2,16.4,5,484(-8),,,,[東] 石毛善彦,泉俊二,160.0,200703010612
5,6,9,レオシャープ,セ6,57,大野拓弥,1:47.6,ハナ,**,2-2-2-2,36.2,12.8,4,500(-4),,,,[東] 杉浦宏昭,レオ,105.0,200703010612
6,5,7,グラスガルーダ,牡6,57,安藤光彰,1:47.6,クビ,**,4-4-6-8,35.6,26.8,10,460(0),,,,[東] 中野渡清,半沢,,200703010612
7,8,12,シャイニーボーイ,牡4,57,赤木高太,1:47.8,1.1/4,**,1-1-1-1,36.5,19.5,7,510(+26),,,,[西] 平田修,小林昌志,,200703010612
8,8,13,マルタカデトリア,牡7,57,西田雄一,1:47.9,3/4,**,9-6-4-4,36.1,20.4,8,450(0),,,,[東] 沢峰次,高橋義和,,200703010612
9,3,3,サクラトレゾア,牝5,55,木幡初広,1:47.9,ハナ,**,7-9-9-9,35.6,29.0,11,446(+4),,,,[東] 小桧山悟,さくらコマース,,200703010612
10,7,11,マジカルスター,牡4,57,吉田隼人,1:48.0,クビ,**,4-4-4-4,36.2,3.7,2,478(-2),,,,[東] 佐藤吉勝,釘田秀人,,200703010612
11,2,2,ホッカイルオー,牡6,57,石橋脩,1:48.0,クビ,**,10-9-9-9,35.7,24.4,9,456(-2),,,,[東] 柴田政人,北海牧場,,200703010612
12,4,5,マイネエストレヤ,牝5,55,千田輝彦,1:48.5,3,**,13-13-12-12,35.7,49.0,12,404(-6),,,,[西] 服部利之,サラブレッドクラブ・ラフィアン,,200703010612
13,4,4,デュエルヴァンクル,牡4,57,津村明秀,1:50.9,大,**,11-11-13-13,38.0,111.3,13,470(+4),,,,[東] 小桧山悟,柴原榮,,200703010612
