着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705050907
1,7,9,ナンヨーヒルトップ,牡2,55,藤田伸二,1:24.5,,**,2-2,35.5,4.4,3,490(+2),,,,[東] 小笠倫弘,中村徳也,700.0,200705050907
2,2,2,シンワラヴ,牡2,55,佐藤哲三,1:25.7,7,**,5-4,36.4,15.3,6,498(-2),,,,[東] 田村康仁,若尾昭一,280.0,200705050907
3,1,1,ダイワシークレット,牡2,55,北村宏司,1:25.9,1.1/2,**,1-1,37.1,28.4,7,452(+2),,,,[東] 増沢末夫,大城敬三,180.0,200705050907
4,5,5,アポロラムセス,牡2,55,勝浦正樹,1:26.5,3.1/2,**,3-3,37.3,2.9,1,490(0),,,,[東] 柴崎勇,アポロサラブレッドクラブ,110.0,200705050907
5,6,6,セイカアレグロ,牡2,55,横山典弘,1:27.2,4,**,8-6,37.6,5.8,4,488(+2),,,,[東] 稲葉隆一,久米大,70.0,200705050907
6,3,3,ケイアイスイジン,牡2,55,吉田豊,1:27.8,3.1/2,**,8-6,38.2,9.7,5,468(-2),,,,[東] 尾形充弘,亀田守弘,,200705050907
7,8,11,モンスターパーク,牡2,55,後藤浩輝,1:28.2,2.1/2,**,4-4,38.9,4.0,2,464(-2),,,,[東] 松山康久,キャロットファーム,,200705050907
8,4,4,セレスブレイク,牡2,55,蛯名正義,1:28.5,1.3/4,**,6-9,38.8,54.9,9,480(+2),,,,[東] 和田正道,岡浩二,,200705050907
9,7,8,ゴールデンリング,牡2,55,吉田隼人,1:28.8,2,**,6-6,39.2,48.8,8,450(+4),,,,[東] 中野隆良,日進牧場,,200705050907
10,6,7,デルマアルタイル,牡2,55,石橋脩,1:29.2,2.1/2,**,8-10,39.3,68.6,10,486(0),,,,[東] 石栗龍彦,浅沼廣幸,,200705050907
11,8,10,ダンシングクエスト,牡2,55,西田雄一,1:29.9,4,**,8-11,39.9,388.3,11,466(+2),,,,[東] 境征勝,廣松金次,,200705050907
