着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200801020105
1,4,5,ナムラカイシュウ,牡2,54,武英智,1:46.8,,**,3-3-2-1,37.5,4.6,2,498(0),,,,[西] 目野哲也,奈村信重,700.0,200801020105
2,6,8,ジョーカプチーノ,牡2,54,武豊,1:47.4,3.1/2,**,1-1-1-2,38.3,1.5,1,500(0),,,,[西] 中竹和也,上田けい子,280.0,200801020105
3,2,2,ブレンダ,牝2,54,岩田康誠,1:48.4,6,**,4-3-4-3,38.9,10.2,3,448(0),,,,[西] 松田国英,山本英俊,180.0,200801020105
4,7,10,ペプチドハリケーン,牡2,54,藤田伸二,1:49.8,9,**,8-8-9-8,39.8,13.3,4,466(0),,,,[西] 境直行,沼川一彦,110.0,200801020105
5,6,9,ボストンレッド,牡2,54,津村明秀,1:50.1,1.3/4,**,6-6-5-5,40.5,43.2,8,536(0),,,,[東] 鈴木伸尋,小川敏夫,70.0,200801020105
6,1,1,マルブツワーキング,牡2,54,村田一誠,1:50.2,1/2,**,11-11-10-8,39.5,38.0,7,476(0),,,,[西] 中尾秀正,大澤毅,,200801020105
7,8,12,アットブレス,牡2,54,松田大作,1:50.3,1/2,**,2-2-2-4,41.0,24.7,6,466(0),,,,[西] 昆貢,深見富朗,,200801020105
8,3,3,リニアラピート,牡2,54,古川吉洋,1:50.4,1/2,**,9-9-7-7,40.7,48.0,9,496(0),,,,[東] 小桧山悟,佐橋五十雄,,200801020105
9,5,7,スグリワ,牡2,54,長谷川浩,1:50.5,3/4,**,4-5-5-6,40.9,125.0,11,462(0),,,,[東] 粕谷昌央,坂田行夫,,200801020105
10,7,11,ジャンジャン,牡2,54,田面木博,1:51.0,3,**,13-13-11-11,40.0,131.9,12,480(0),,,,[東] 高松邦男,富川牧場,,200801020105
11,5,6,ジーシーベン,牝2,54,千田輝彦,1:51.2,1.1/2,**,6-6-7-8,41.5,19.4,5,476(0),,,,[東] 小西一男,加藤信之,,200801020105
12,4,4,テンブレイク,牡2,54,藤岡佑介,1:51.3,1/2,**,11-11-11-12,40.3,105.9,10,490(0),,,,[東] 中野栄治,天白泰司,,200801020105
13,8,13,ブロスオブアボーイ,牡2,53,田中博康,1:53.2,大,**,10-10-13-13,41.7,145.0,13,470(0),,,,[東] 高木登,北所直人,,200801020105
