着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200601010604
1,3,4,アドマイヤヘッド,牡2,54,岩田康誠,1:31.1,,**,5-3-4,34.7,4.9,3,452(0),,,,[西] 友道康夫,近藤利一,700.0,200601010604
2,8,14,メイショウレガーロ,牡2,54,武幸四郎,1:31.1,クビ,**,3-3-2,34.8,7.2,4,454(0),,,,[東] 小島太,松本好雄,280.0,200601010604
3,5,7,アップルサイダー,牡2,51,千葉直人,1:31.5,2.1/2,**,1-1-1,35.4,80.5,8,464(0),,,,[東] 菅原泰夫,野崎宗信,180.0,200601010604
4,4,6,ミスティックベル,牡2,54,北村宏司,1:32.0,3,**,6-7-5,35.5,2.0,1,520(0),,,,[東] 藤沢和雄,山本英俊,110.0,200601010604
5,4,5,ディーエスボランチ,牡2,54,本田優,1:32.4,2.1/2,**,11-11-11,35.5,62.2,7,426(0),,,,[東] 藤原辰雄,秋谷壽之,70.0,200601010604
6,8,13,セフティーベスト,牡2,54,河北通,1:32.5,3/4,**,9-7-6,35.9,102.5,10,520(0),,,,[西] 小野幸治,池田實,,200601010604
7,5,8,アクアレイジア,牡2,54,柴山雄一,1:32.6,クビ,**,3-3-6,36.2,156.9,12,506(0),,,,[西] 飯田雄三,昴ホースクラブ,,200601010604
8,6,9,グレインアート,牡2,54,藤田伸二,1:32.6,アタマ,**,2-2-2,36.4,4.7,2,508(0),,,,[東] 戸田博文,社台レースホース,,200601010604
9,1,1,クレバードラゴン,牡2,54,竹之下智,1:32.9,2,**,14-12-11,35.8,101.7,9,492(0),,,,[西] 崎山博樹,田邉正明,,200601010604
10,2,2,ハイフェイム,牡2,54,菊沢隆徳,1:32.9,アタマ,**,9-7-10,36.3,16.1,5,490(0),,,,[東] 河野通文,社台レースホース,,200601010604
11,6,10,ケイアイアップヒル,牡2,54,藤岡佑介,1:33.2,2,**,6-7-9,36.7,18.4,6,456(0),,,,[西] 加用正,啓愛義肢材料販売所,,200601010604
12,3,3,ミッキーコール,牡2,54,荻野要,1:33.4,1.1/4,**,12-12-13,36.2,190.9,13,470(0),,,,[西] 中尾秀正,三木久史,,200601010604
13,7,11,ミズホプリンス,牡2,54,芹沢純一,1:33.4,ハナ,**,6-3-6,37.0,214.4,14,478(0),,,,[東] 小林常泰,ダイヤモンドファーム,,200601010604
14,7,12,コレクトシチー,牡2,54,秋山真一,1:33.9,3,**,12-12-14,36.8,104.5,11,494(0),,,,[西] 安達昭夫,友駿ホースクラブ,,200601010604
