着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705050702
1,6,6,クリールパッション,牡2,55,松岡正海,1:26.6,,**,4-4,36.7,1.4,1,468(0),,,,[東] 相沢郁,横山修二,500.0,200705050702
2,2,2,ディープリンク,牡2,55,吉田隼人,1:27.1,3,**,7-7,36.9,6.3,3,464(-2),,,,[東] 堀井雅広,中村昭博,200.0,200705050702
3,5,5,デスロール,牡2,55,勝浦正樹,1:27.6,3,**,2-2,38.0,23.9,6,466(0),,,,[東] 嶋田功,石瀬浩三,130.0,200705050702
4,8,10,シュリクン,牡2,55,横山典弘,1:27.7,1/2,**,6-5,37.7,5.4,2,486(+6),,,,[東] 高松邦男,星野壽市,75.0,200705050702
5,7,7,ウインク,牝2,54,柴田善臣,1:28.1,2.1/2,**,8-8,37.8,40.0,7,470(+4),,,,[東] 蛯名信広,百万武夫,50.0,200705050702
6,3,3,リネンエース,牡2,55,村田一誠,1:28.8,4,**,4-5,38.7,21.0,5,448(-2),,,,[東] 南田美知,戸山光男,,200705050702
7,1,1,スズカニール,牡2,55,アハーン,1:29.1,1.3/4,**,8-9,38.6,200.2,8,438(+4),,,,[東] 小島茂之,永井啓弍,,200705050702
8,7,8,コウワスプラッシュ,牡2,52,千葉直人,1:29.6,3,**,2-2,40.0,251.9,9,448(-2),,,,[東] 加賀武見,野崎昭夫,,200705050702
9,8,9,ダイワプレシャス,牡2,55,後藤浩輝,1:29.9,2,**,1-1,40.3,14.4,4,444(0),,,,[東] 浅野洋一,大城敬三,,200705050702
10,4,4,シャルルドミル,牝2,52,田中博康,1:31.6,大,**,10-10,38.2,318.0,10,416(+2),,,,[東] 畠山重則,ミルファーム,,200705050702
