着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200701020409
1,5,5,オリオンオンサイト,牝4,55,芹沢純一,1:30.3,,**,2-2-2,35.9,13.5,6,482(+12),,,,[西] 矢作芳人,日浦桂子,1080.8,200701020409
2,6,6,マッチレスバロー,牡4,57,後藤浩輝,1:30.5,1.1/2,**,9-11-9,35.2,5.0,3,496(-2),,,,[東] 萩原清,サンデーレーシング,428.8,200701020409
3,4,4,ユキノマーヴェラス,牝3,53,勝浦正樹,1:30.7,1,**,4-4-4,35.9,18.0,7,452(+12),,,,[東] 増沢末夫,井上基之,264.4,200701020409
4,3,3,キーンライアン,牝4,55,北村友一,1:30.7,クビ,**,6-8-9,35.5,102.3,11,458(+4),,,,[東] 伊藤伸一,池田豊治,160.0,200701020409
5,8,11,キョウエイタキオン,牝3,53,的場勇人,1:30.7,アタマ,**,1-1-1,37.0,25.5,8,492(+18),,,,[東] 的場均,田中晴夫,105.0,200701020409
6,7,8,コアレスキャスト,牝4,55,柴山雄一,1:30.8,1/2,**,6-5-5,35.8,59.0,9,458(+10),,,,[東] 成島英春,小林昌志,,200701020409
7,1,1,ホッテストチケット,牝3,53,池添謙一,1:30.9,3/4,**,3-3-3,36.3,13.3,5,452(-2),,,,[東] 高市圭二,金子真人ホールディングス,,200701020409
8,6,7,ナイトレセプション,牡4,57,横山典弘,1:31.0,1/2,**,9-5-5,36.1,2.8,1,474(-8),,,,[東] 後藤由之,サンデーレーシング,,200701020409
9,8,10,メイショウジダーン,牡3,55,武豊,1:31.1,1/2,**,8-8-9,36.0,3.7,2,454(0),,,,[西] 田島良保,松本好雄,,200701020409
10,7,9,ディープウイング,牡4,57,田中勝春,1:31.3,1,**,9-8-8,36.1,7.6,4,472(-6),,,,[西] 本田優,深見富朗,,200701020409
11,2,2,クレバーデューク,牡3,55,小林徹弥,1:32.0,4,**,4-5-5,37.0,64.1,10,456(+6),,,,[西] 崎山博樹,田邉正明,,200701020409
