着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200401020208
1,5,6,ヒカルアルタイル,牡3,54,藤田伸二,1:46.0,,,4-4-3-1,38.4,1.8,1,466(0),,,,[東] 二ノ宮敬,高橋光,750.0,200401020208
2,2,2,ジョニーノデンゴン,セ4,57,五十嵐冬,1:46.6,3.1/2,,6-6-4-4,38.8,4.2,2,470(+4),,,,[東] 西塚安夫,加藤信之,300.0,200401020208
3,4,4,ブラックスキャン,牡4,57,松田大作,1:46.8,1.1/4,,9-6-4-3,39.0,13.9,4,494(+6),,,,[西] 武田博,加藤守,190.0,200401020208
4,3,3,ナムラペガサス,牡3,54,松永幹夫,1:47.0,1.1/2,,10-10-8-5,38.9,12.5,3,464(-4),,,,[西] 橋本寿正,奈村信重,110.0,200401020208
5,4,5,ヤクモフォーティ,牡4,57,千田輝彦,1:47.1,3/4,,10-10-8-8,39.0,18.6,7,452(+6),,,,[西] 増本豊,小倉正夫,75.0,200401020208
6,8,13,ヤルゾコール,牡3,54,勝浦正樹,1:47.6,3,,12-12-11-8,39.3,60.1,11,478(+4),,,,[東] 笹倉武久,山本精一,,200401020208
7,7,10,ケイアイブロー,牡3,51,藤岡佑介,1:47.7,クビ,,12-13-12-11,39.3,14.1,5,480(+2),,,,[西] 加用正,亀田守弘,,200401020208
8,6,9,タイガーバッハ,セ4,55,北村浩平,1:47.9,1.1/2,,5-5-4-5,40.1,35.9,9,478(-2),,,,[東] 伊藤圭三,小川直司,,200401020208
9,6,8,グローバルボンバー,牡3,54,横山典弘,1:48.2,1.3/4,,2-1-1-2,40.8,24.8,8,478(+28),,,,[西] 浅見秀一,杉山美惠,,200401020208
10,8,12,ザプロフィット,牡3,54,佐々木国,1:48.5,1.3/4,,6-6-4-10,40.7,96.7,12,496(0),,,,[東] 加藤征弘,青山洋一,,200401020208
11,7,11,イケタイフェアー,牡4,57,本田優,1:49.6,7,,6-6-10-12,41.4,17.2,6,512(-4),,,,[西] 土門一美,池田豊治,,200401020208
12,5,7,テンジンテンカ,牡4,56,石橋脩,1:50.5,5,,3-3-2-5,43.0,43.1,10,512(+12),,,,[東] 矢野照正,テンジン,,200401020208
13,1,1,マイネルフードゥー,牡4,54,津村明秀,1:53.9,大,,1-2-13-13,45.1,181.6,13,502(+32),,,,[東] 戸田博文,サラブレッドクラブ・ラフィアン,,200401020208
