着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200703030603
1,7,8,スズカアトラス,牡4,57,上村洋行,1:00.0,,**,3-4,36.8,8.8,7,476(0),,,,[西] 橋田満,永井啓弍,730.0,200703030603
2,5,5,ヴィヴァーチェ,牝3,52,的場勇人,1:00.0,クビ,**,9-9,36.1,7.4,3,440(-2),,,,[東] 小島茂之,荻伏服部牧場,290.0,200703030603
3,3,3,トーセンフーガ,牝3,54,木幡初広,1:00.1,クビ,**,11-10,35.8,7.9,6,494(-2),,,,[東] 古賀史生,島川隆哉,180.0,200703030603
4,6,6,ブラックシチー,牡4,57,西田雄一,1:00.3,1.1/2,**,2-2,37.2,7.5,4,532(+6),,,,[東] 中野渡清,友駿ホースクラブ,110.0,200703030603
5,4,4,アルファトリリオン,牡3,56,二本柳壮,1:00.5,1.1/2,**,3-3,37.3,2.6,1,454(-2),,,,[東] 鈴木康弘,貴悦,73.0,200703030603
6,8,11,ムソウ,牝6,52,黛弘人,1:00.6,1/2,**,6-5,37.0,55.7,9,478(0),,,,[東] 高松邦男,富川牧場,,200703030603
7,6,7,バクシンハヤブサ,牡4,56,大野拓弥,1:01.2,3.1/2,**,5-5,37.9,7.7,5,472(0),,,,[東] 稗田研二,藤沢牧場,,200703030603
8,2,2,オレンジシンジュ,牝4,52,田中克典,1:01.3,1/2,**,8-8,37.6,34.3,8,444(-10),,,,[西] 田所清広,冨沢敦子,,200703030603
9,8,10,マイティマイロード,牡3,56,和田竜二,1:01.3,クビ,**,6-7,37.8,6.1,2,498(+6),,,,[西] 岩元市三,世賀聖啓,,200703030603
10,7,9,アラビアンホワイト,牝4,52,佐藤聖也,1:01.4,1/2,**,10-10,37.4,67.3,10,502(+4),,,,[東] 星野忍,吉田勝利,,200703030603
11,1,1,バンローゼ,牝4,55,芹沢純一,1:01.5,3/4,**,1-1,38.5,89.8,11,472(-4),,,,[西] 福永甲,ノースヒルズマネジメント,,200703030603
