着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200801020812
1,3,3,ウィッシュビーワン,牡3,55,中舘英二,1:45.8,,**,2-2-2-2,37.7,2.3,1,482(0),,,,[西] 中竹和也,アカデミー,1103.9,200801020812
2,7,11,セイウンロデム,牡4,57,津村明秀,1:46.4,3.1/2,**,1-1-1-1,38.4,8.1,4,492(0),,,,[西] 宮本博,西山茂行,435.4,200801020812
3,4,5,ミスティックダイヤ,牡3,55,馬渕繁治,1:46.6,1.1/2,**,2-3-3-3,38.3,47.6,8,490(+6),,,,[地] 大崎順司,長塚こずえ,267.7,200801020812
4,4,4,トップモンジュー,牡4,57,桑村真明,1:46.6,クビ,**,6-6-3-3,38.2,26.3,7,432(+2),,,,[西] 森秀行,横瀬兼二,160.0,200801020812
5,6,9,マーベラスアロー,牡4,57,藤岡佑介,1:46.6,アタマ,**,11-11-9-7,37.6,5.4,3,484(+2),,,,[西] 岡田稲男,笹原貞生,105.0,200801020812
6,6,8,ワンダーガジ,牡6,57,松田大作,1:46.7,1/2,**,9-9-10-9,37.6,117.5,13,480(-6),,,,[西] 羽月友彦,山本信行,,200801020812
7,8,12,グラスギャロップ,セ7,57,梶晃啓,1:47.0,1.3/4,**,13-13-13-13,36.7,71.0,9,464(-8),,,,[東] 鈴木勝美,半沢,,200801020812
8,2,2,メイクアダッシュ,牡4,57,西田雄一,1:47.1,1/2,**,5-4-3-3,38.7,4.1,2,480(+14),,,,[東] 境征勝,谷岡牧場,,200801020812
9,5,7,ブラックマスタング,牡3,55,山口竜一,1:47.2,クビ,**,12-12-11-11,37.5,21.1,6,524(0),,,,[西] 角居勝彦,山本英俊,,200801020812
10,1,1,コスモコマンダ,牡3,55,菊沢隆徳,1:47.4,1.1/2,**,8-8-8-7,38.6,116.6,12,474(+8),,,,[東] 阿部新生,ビッグレッドファーム,,200801020812
11,5,6,タカラトゥルー,牡4,57,的場勇人,1:47.5,1/2,**,6-6-3-6,39.2,9.4,5,530(-4),,,,[東] 国枝栄,村山義男,,200801020812
12,7,10,キングガイア,牡4,57,北村友一,1:48.4,5,**,9-10-11-12,38.7,88.4,10,500(-4),,,,[西] 松永幹夫,菅原史博,,200801020812
13,8,13,ナイキバリアント,牡6,57,田中博康,1:49.1,4,**,4-4-3-9,40.8,92.2,11,526(-4),,,,[東] 古賀史生,小野誠治,,200801020812
