着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705010302
1,2,3,タマイエス,牡3,56,松岡正海,1:26.2,,**,4-3,38.0,12.2,5,452(+6),,,,[東] 相沢郁,玉井鶴枝,500.0,200705010302
2,4,8,フィクシアス,牡3,56,大庭和弥,1:26.4,1.1/4,**,2-2,38.5,53.5,11,460(-6),,,,[東] 浅野洋一,井上修一,200.0,200705010302
3,5,10,ロットオブカクテル,牡3,56,木幡初広,1:27.2,5,**,3-3,39.0,3.1,1,480(-6),,,,[東] 尾形充弘,社台レースホース,130.0,200705010302
4,1,2,ハードバニヤン,牡3,56,田中勝春,1:27.3,クビ,**,9-8,38.4,3.7,2,456(-6),,,,[東] 河野通文,津村靖志,75.0,200705010302
5,6,11,イメージボックス,牡3,56,内田博幸,1:27.8,3,**,13-12,38.2,30.9,8,486(0),,,,[東] 土田稔,大原詔宏,50.0,200705010302
6,3,5,フラワータキシード,牡3,56,勝浦正樹,1:27.9,クビ,**,1-1,40.0,4.3,3,462(+2),,,,[東] 本間忍,花垣春男,,200705010302
7,4,7,マルタカエンペラー,牡3,56,吉田豊,1:28.2,1.3/4,**,10-11,38.8,6.7,4,436(+2),,,,[東] 清水美波,高橋義和,,200705010302
8,8,15,ブラックゴッド,牡3,56,村田一誠,1:28.3,1/2,**,12-12,38.7,147.3,12,466(+32),,,,[東] 柄崎孝,坪野谷和平,,200705010302
9,7,13,リネンフィールド,牝3,54,江田照男,1:28.7,2.1/2,**,7-5,40.2,26.9,7,470(+6),,,,[東] 南田美知,戸山光男,,200705010302
10,6,12,エルベンセドール,牡3,56,石橋脩,1:29.2,3,**,4-7,40.5,23.9,6,480(-2),,,,[東] 柴田政人,伊達秀和,,200705010302
11,8,16,ニシノマンゲキョウ,牝3,54,横山典弘,1:29.7,3,**,14-14,39.5,31.1,9,462(-2),,,,[東] 武藤善則,西山茂行,,200705010302
12,1,1,ダズリングピアス,牝3,54,郷原洋司,1:29.7,ハナ,**,7-5,41.2,292.1,14,428(0),,,,[東] 郷原洋行,山内広,,200705010302
13,7,14,ジョイフルティアラ,牝3,54,武士沢友,1:29.8,1/2,**,4-8,40.9,51.4,10,482(0),,,,[東] 中野渡清,青木照吉,,200705010302
14,5,9,オグリブラック,牡3,53,黛弘人,1:30.1,1.3/4,**,16-16,39.3,627.8,16,402(0),,,,[東] 星野忍,小栗孝一,,200705010302
15,2,4,バイフォーナウ,牝3,54,北村宏司,1:30.2,クビ,**,10-10,41.1,352.1,15,476(0),,,,[東] 蛯名信広,石瀬浩三,,200705010302
16,3,6,マキノスマップ,牡3,56,熊沢重文,1:30.3,3/4,**,14-14,40.1,203.3,13,462(-4),,,,[東] 沢峰次,島宮萬喜,,200705010302
