着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200801020701
1,5,5,クイックハンター,牡2,54,三浦皇成,0:58.6,,**,3-3,35.1,28.2,7,432(+4),,,,[東] 相沢郁,櫻井正,500.0,200801020701
2,4,4,メリュジーヌ,牝2,54,藤田伸二,0:58.8,1.1/2,**,2-1,35.6,1.5,1,440(-2),,,,[西] 昆貢,ターフ・スポート,200.0,200801020701
3,8,11,キングスウィープ,牡2,55,田面木博,0:58.9,3/4,**,1-2,35.7,108.6,11,436(0),,,,[東] 蛯名信広,増田陽一,130.0,200801020701
4,6,8,ノボジュピター,牡2,55,安藤勝己,0:59.5,3.1/2,**,8-6,35.4,12.7,5,456(+2),,,,[東] 西塚安夫,ＬＳ．Ｍ,75.0,200801020701
5,5,6,セブンシークィーン,牝2,54,藤岡佑介,0:59.5,ハナ,**,3-3,36.0,5.6,2,488(+2),,,,[西] 南井克巳,吉岡實,50.0,200801020701
6,7,9,マイネルエルドラド,牡2,55,津村明秀,0:59.5,クビ,**,6-5,35.8,9.3,3,492(+12),,,,[東] 岩戸孝樹,サラブレッドクラブ・ラフィアン,,200801020701
7,6,7,タツオーラ,牝2,51,丸田恭介,0:59.6,1/2,**,8-6,35.5,27.8,6,474(-4),,,,[東] 高市圭二,鈴木昭作,,200801020701
8,2,2,ピエナマックス,牡2,55,大野拓弥,1:00.1,3,**,11-11,35.7,53.2,8,542(+6),,,,[西] 谷潔,本谷兼三,,200801020701
9,3,3,メイプルマキシマム,牝2,54,小林久晃,1:00.3,1.1/4,**,8-10,36.1,81.4,10,446(+2),,,,[東] 星野忍,節英司,,200801020701
10,8,12,マルマツビューティ,牝2,54,山口竜一,1:00.6,2,**,5-6,37.0,148.5,12,466(0),,,,[東] 和田正道,松田敏雄,,200801020701
11,1,1,コーヒーゼリー,牝2,54,田辺裕信,1:01.1,3,**,6-6,37.4,12.6,4,444(0),,,,[東] 石栗龍彦,小野博郷,,200801020701
12,7,10,ケージーフジ,牝2,54,中舘英二,1:02.5,9,**,11-12,38.1,79.6,9,448(-6),,,,[東] 中野栄治,川井五郎,,200801020701
