着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200706020209
1,6,6,エルソルダード,牡3,56,松岡正海,2:17.3,,**,1-1-1-1,34.7,2.9,1,518(+2),,,,[東] 伊藤伸一,社台レースホース,1026.6,200706020209
2,7,8,クリムゾンベガ,牡3,56,田中勝春,2:17.7,2.1/2,**,2-2-2-2,35.1,8.8,5,474(-6),,,,[東] 大江原哲,社台レースホース,407.6,200706020209
3,1,1,マイネルブリアー,牡3,56,蛯名正義,2:17.7,クビ,**,8-8-7-7,34.2,24.2,7,500(+2),,,,[東] 菊川正達,サラブレッドクラブ・ラフィアン,253.8,200706020209
4,7,7,ブラックシャンツェ,牡3,56,後藤浩輝,2:17.8,クビ,**,3-3-3-3,35.1,28.4,8,504(-6),,,,[西] 長浜博之,畑佐博,150.0,200706020209
5,2,2,サンアイブライト,牝3,54,木幡初広,2:17.8,アタマ,**,4-4-4-3,34.7,20.3,6,488(+6),,,,[東] 杉浦宏昭,福島実,100.0,200706020209
6,3,3,ウインバーディクト,牡3,56,福永祐一,2:17.9,1/2,**,4-5-4-5,34.8,3.3,2,452(-4),,,,[西] 河内洋,ウイン,,200706020209
7,8,10,ブルーマーテル,牡3,56,武士沢友,2:18.1,1.1/4,**,6-6-6-6,34.8,8.0,4,436(+6),,,,[東] 菅原泰夫,三協軽種馬,,200706020209
8,8,9,ミスティックベル,牡3,56,横山典弘,2:18.1,アタマ,**,10-10-9-7,34.2,4.5,3,520(-6),,,,[東] 藤沢和雄,山本英俊,,200706020209
9,4,4,リバイバルシチー,牡3,56,吉田豊,2:18.1,ハナ,**,8-9-9-9,34.2,129.2,10,478(+2),,,,[東] 加賀武見,友駿ホースクラブ,,200706020209
10,5,5,ゴールドネオ,牡3,56,小牧太,2:18.3,1.1/2,**,6-7-8-9,34.6,53.6,9,486(0),,,,[西] 領家政蔵,ゴールドレーシング,,200706020209
