着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200801010506
1,8,16,ダッシュアキチャン,牝3,54,岩田康誠,2:03.8,,**,12-12-10-9,36.2,2.0,1,434(+2),,,,[東] 内藤一雄,遠藤喜松,500.0,200801010506
2,5,9,ニューヨーカー,牡3,55,北村友一,2:03.9,3/4,**,4-5-4-3,36.8,6.1,3,458(+6),,,,[東] 和田正道,スピードファーム,200.0,200801010506
3,6,12,シンボリザックス,牡3,56,津村明秀,2:03.9,クビ,**,3-3-3-3,37.0,28.7,8,520(-8),,,,[東] 岩戸孝樹,シンボリ牧場,130.0,200801010506
4,3,5,アストレアピース,牝3,54,横山典弘,2:04.1,1.1/4,**,4-3-5-3,36.9,5.4,2,402(-4),,,,[東] 鈴木伸尋,村山卓也,75.0,200801010506
5,6,11,ローランブロウ,牡3,56,武英智,2:04.1,アタマ,**,2-2-2-2,37.3,57.6,11,504(+2),,,,[東] 河野通文,斉藤敏博,50.0,200801010506
6,3,6,ミネルヴァアイ,牝3,54,藤岡佑介,2:04.3,1.1/4,**,4-5-8-6,36.9,50.3,10,414(0),,,,[西] 庄野靖志,太田美實,,200801010506
7,2,4,タイセイボナンザ,牡3,55,三浦皇成,2:04.4,クビ,**,10-10-8-6,37.0,14.3,4,474(-2),,,,[東] 菊川正達,田中成奉,,200801010506
8,1,2,タツキセキ,牝3,54,五十嵐冬,2:04.4,クビ,**,1-1-1-1,37.7,43.1,9,494(+24),,,,[東] 高市圭二,鈴木昭作,,200801010506
9,4,7,ナナツダチ,牝3,54,斉藤正弘,2:04.6,1.1/4,**,12-12-13-14,36.7,76.9,13,490(+24),,,,[東] 杉浦宏昭,山岸桂市,,200801010506
10,5,10,ジェイケイクリス,牝3,54,藤田伸二,2:04.6,ハナ,**,12-12-13-10,36.7,23.9,7,466(0),,,,[東] 坂本勝美,小谷野次郎,,200801010506
11,1,1,ショウナンガーベ,セ3,53,丸田恭介,2:04.6,ハナ,**,10-8-10-10,36.9,14.7,5,450(+10),,,,[東] 二ノ宮敬,国本哲秀,,200801010506
12,7,14,ゴールドバルザック,牡3,56,武幸四郎,2:04.9,1.3/4,**,7-8-6-6,37.6,15.9,6,492(-8),,,,[西] 松永幹夫,ゴールドレーシング,,200801010506
13,8,15,オジジアンクリス,牝3,54,四位洋文,2:05.0,3/4,**,16-16-13-10,37.0,61.0,12,414(0),,,,[東] 阿部新生,鳴戸雄一,,200801010506
14,7,13,スズシルフ,牝3,54,松田大作,2:05.4,2.1/2,**,15-15-16-16,37.2,183.6,16,396(-10),,,,[東] 本間忍,小紫芳夫,,200801010506
15,4,8,ニシノグレキング,セ3,56,宮崎光行,2:05.7,2,**,7-7-6-10,38.4,87.6,14,458(0),,,,[東] 武藤善則,西山茂行,,200801010506
16,2,3,シャトーノワール,牝3,51,荻野琢真,2:06.4,4,**,9-10-10-14,38.8,143.0,15,446(0),,,,[西] 松田博資,吉田勝己,,200801010506
