着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200706050106
1,1,1,ホットストック,牡3,56,吉田隼人,1:54.6,,**,5-5-6-6,38.6,4.0,2,466(0),,,,[東] 勢司和浩,社台レースホース,740.0,200706050106
2,6,11,ローランウェルズ,牡4,57,北村宏司,1:54.9,1.3/4,**,3-3-3-2,39.3,17.6,8,498(+8),,,,[東] 岩戸孝樹,斉藤敏博,300.0,200706050106
3,3,4,クリノアドベンチャ,牡3,56,武士沢友,1:55.1,1.1/2,**,5-5-5-4,39.2,53.6,12,466(+8),,,,[東] 中野渡清,栗本博晴,190.0,200706050106
4,8,14,シンボリプロキオン,牡4,57,丹内祐次,1:55.3,1,**,10-10-11-11,38.9,142.2,14,510(+4),,,,[東] 高橋祥泰,シンボリ牧場,110.0,200706050106
5,5,8,グラマトフィラム,牝3,54,蛯名正義,1:55.5,1.1/2,**,2-2-2-1,40.0,17.2,6,460(+14),,,,[東] 藤原辰雄,田中晴夫,74.0,200706050106
6,7,12,レイズミーアップ,牡3,56,吉田豊,1:55.8,1.3/4,**,13-13-13-15,39.2,17.4,7,496(-8),,,,[東] 秋山雅一,平井裕,,200706050106
7,8,15,サンアントニオ,牡4,55,田中博康,1:55.8,ハナ,**,10-10-6-7,39.7,40.1,11,490(+10),,,,[東] 本間忍,植田忠司,,200706050106
8,2,3,パスクア,牡4,57,江田照男,1:55.9,1/2,**,1-1-1-2,40.4,31.6,10,498(0),,,,[東] 伊藤圭三,ヒダカ・ブリーダーズ・ユニオン,,200706050106
9,4,7,アタゴコマンダー,牡3,56,小野次郎,1:55.9,クビ,**,14-14-13-12,39.4,120.8,13,484(0),,,,[東] 中野栄治,坪野谷和平,,200706050106
10,4,6,カオリエスペランサ,牡5,57,松岡正海,1:56.1,1,**,15-15-15-12,39.3,13.1,4,548(0),,,,[東] 武市康男,川畑隆司,,200706050106
11,7,13,ニシノフジヤマ,牡3,56,勝浦正樹,1:56.2,3/4,**,8-8-9-7,40.0,14.8,5,496(+12),,,,[東] 萱野浩二,西山茂行,,200706050106
12,2,2,ウザンホマレオー,牡5,57,木幡初広,1:56.3,クビ,**,3-3-3-4,40.6,23.8,9,480(+24),,,,[東] 大江原哲,棚網基己,,200706050106
13,3,5,キラウエアシチー,牡7,57,柴山雄一,1:56.6,2,**,8-8-9-7,40.4,147.1,15,438(+6),,,,[東] 内藤一雄,友駿ホースクラブ,,200706050106
14,5,9,ダノンマッハ,牡3,56,ペリエ,1:57.0,2.1/2,**,5-5-6-7,40.9,12.4,3,512(+6),,,,[東] 戸田博文,ダノックス,,200706050106
15,6,10,アサヒバロン,牡3,56,柴田善臣,1:58.2,7,**,12-12-11-12,41.8,2.1,1,528(0),,,,[東] 菅原泰夫,寺内正光,,200706050106
