着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200806050601
1,5,9,ミスターレンチ,牡2,55,江田照男,1:12.5,,**,2-1,38.7,1.1,1,528(+4),,,,[東] 岩戸孝樹,ジェイアール,500.0,200806050601
2,8,16,レッドレイク,牝2,54,吉田豊,1:12.9,2.1/2,**,8-5,38.0,10.3,2,446(+2),,,,[東] 田村康仁,ディアレスト,200.0,200806050601
3,2,4,コスモジブリル,牡2,55,柴山雄一,1:13.0,1/2,**,6-5,38.4,185.6,11,426(+6),,,,[東] 郷原洋行,ビッグレッドファーム,130.0,200806050601
4,3,5,シルバーフェザント,牡2,55,藤田伸二,1:13.3,1.3/4,**,3-3,39.3,21.6,4,478(+2),,,,[東] 斎藤誠,藤田在子,75.0,200806050601
5,6,12,オメガドルチェ,牝2,54,北村宏司,1:13.3,クビ,**,5-5,38.8,65.9,8,460(+8),,,,[東] 坂本勝美,原礼子,50.0,200806050601
6,4,8,ポルタノーヴァ,牝2,54,吉田隼人,1:13.6,1.3/4,**,4-4,39.3,32.0,6,456(-4),,,,[東] 後藤由之,岡田牧雄,,200806050601
7,7,13,エーシンレベルハイ,牝2,54,内田博幸,1:13.7,1/2,**,7-8,39.0,28.7,5,472(0),,,,[東] 畠山吉宏,平井宏承,,200806050601
8,3,6,シンボリカージナル,牡2,52,伊藤工真,1:13.7,クビ,**,12-13,38.4,42.1,7,450(+4),,,,[東] 高橋祥泰,シンボリ牧場,,200806050601
9,8,15,トーセンメロディ,牡2,55,小野次郎,1:13.8,クビ,**,10-9,38.7,166.2,10,444(-4),,,,[東] 保田一隆,島川隆哉,,200806050601
10,4,7,クリノハッピー,牡2,55,高橋智大,1:14.0,1.1/4,**,12-12,38.7,520.7,15,486(-12),,,,[東] 本間忍,栗本守,,200806050601
11,6,11,ツクバハピネ,牝2,54,柴田善臣,1:14.3,1.3/4,**,1-2,40.6,19.4,3,468(0),,,,[東] 高橋祥泰,荻原昭二,,200806050601
12,5,10,ワンダーキング,牡2,55,横山義行,1:14.4,1/2,**,10-9,39.4,316.5,13,456(-4),,,,[東] 阿部新生,山本信行,,200806050601
13,1,2,ヴィーヴァヴァント,牡2,55,松岡正海,1:15.5,7,**,14-14,38.9,114.3,9,460(-2),,,,[東] 相沢郁,芹澤精一,,200806050601
14,2,3,アロウィー,牡2,55,大庭和弥,1:15.8,1.3/4,**,14-14,39.1,288.4,12,504(-4),,,,[東] 鈴木勝美,吉田昭一,,200806050601
15,1,1,トーアランラン,牝2,54,木幡初広,1:15.8,クビ,**,8-9,41.0,428.3,14,474(-6),,,,[東] 松永康利,東亜駿馬,,200806050601
16,7,14,カシマアチーブ,牝2,54,村田一誠,1:18.8,大,**,16-16,41.1,579.0,16,450(-6),,,,[東] 佐藤全弘,松浦一久,,200806050601
