着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200706050802
1,5,10,アポロマハル,牡2,55,勝浦正樹,1:55.2,,**,4-4-3-2,40.0,3.3,1,492(-10),,,,[東] 柴崎勇,アポロサラブレッドクラブ,500.0,200706050802
2,4,8,ラビットヒビキ,牡2,55,木幡初広,1:55.5,2,**,14-14-12-10,38.7,55.1,9,512(+6),,,,[東] 菅原泰夫,喜多村辰子,200.0,200706050802
3,4,7,ダノンマスターズ,牡2,55,ペリエ,1:55.6,1/2,**,3-2-2-1,40.5,6.9,4,458(-18),,,,[東] 藤沢和雄,ダノックス,130.0,200706050802
4,6,12,セピアエスプレッソ,牡2,55,ルメール,1:55.7,クビ,**,7-8-5-5,40.3,3.4,2,456(+16),,,,[東] 斎藤誠,藤田与志男,75.0,200706050802
5,3,6,マイネルゼニット,牡2,55,Ｍデムー,1:55.9,1,**,13-13-10-8,39.9,30.9,8,470(0),,,,[東] 伊藤伸一,サラブレッドクラブ・ラフィアン,50.0,200706050802
6,3,5,ディーエスシュート,牡2,55,江田照男,1:55.9,ハナ,**,8-7-5-5,40.5,6.9,5,448(+4),,,,[東] 藤原辰雄,秋谷壽之,,200706050802
7,7,13,ヴァルナ,牡2,55,北村宏司,1:56.1,3/4,**,5-6-3-4,40.8,93.7,10,452(0),,,,[東] 加藤和宏,桐谷茂,,200706050802
8,1,1,メジロティモン,牡2,55,吉田豊,1:56.3,1.1/2,**,1-1-1-2,41.2,5.9,3,508(0),,,,[東] 大久保洋,メジロ牧場,,200706050802
9,6,11,ニシノテンクウ,牡2,55,高山太郎,1:57.0,4,**,12-12-11-10,40.7,165.9,13,502(+4),,,,[東] 小西一男,西山茂行,,200706050802
10,8,15,トラストミツル,牡2,55,四位洋文,1:57.3,2,**,10-9-8-7,41.5,23.0,7,516(+2),,,,[東] 河野通文,菅波雅巳,,200706050802
11,8,16,マイネルキャノン,牡2,55,蛯名正義,1:58.4,7,**,14-15-14-13,40.9,147.0,11,508(+4),,,,[東] 水野貴広,サラブレッドクラブ・ラフィアン,,200706050802
12,5,9,タカミツベガ,牡2,55,武士沢友,1:59.4,6,**,2-2-5-9,44.0,168.4,14,500(-2),,,,[東] 畠山重則,高橋光雄,,200706050802
13,1,2,マリスカ,牝2,54,柴田善臣,2:00.1,4,**,5-4-8-12,44.2,14.8,6,464(-2),,,,[東] 鈴木康弘,細川祐季子,,200706050802
14,2,4,クレバーボブ,牡2,55,加藤士津,2:01.2,7,**,10-11-13-14,44.2,236.1,15,472(+22),,,,[東] 加藤和宏,岡崎牧場,,200706050802
15,7,14,ターフロワイヤル,牡2,55,大庭和弥,2:05.2,大,**,16-16-16-16,45.2,329.5,16,446(-2),,,,[東] 高橋義博,関駿也,,200706050802
16,2,3,マイネルゼーゲン,牡2,55,川田将雅,2:06.6,9,**,8-9-14-15,49.0,148.2,12,512(+6),,,,[東] 奥平雅士,サラブレッドクラブ・ラフィアン,,200706050802
