着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200703020101
1,7,12,トミヨシプリンセス,牝3,54,村田一誠,1:47.5,,**,3-3-3-3,39.1,14.1,7,454(+6),,,,[東] 松永康利,大北牧場,500.0,200703020101
2,1,1,トーセンゲンザン,牡3,56,武士沢友,1:47.7,1.1/2,**,7-7-5-4,39.0,10.1,6,478(0),,,,[東] 中島敏文,島川隆哉,200.0,200703020101
3,3,4,サンライトフェロー,牡3,56,松岡正海,1:47.7,アタマ,**,14-13-9-8,38.3,7.4,4,456(+2),,,,[東] 相沢郁,神田紘爾,130.0,200703020101
4,2,3,アルファトミー,牡3,56,中谷雄太,1:47.9,1.1/4,**,2-2-2-2,39.7,4.4,2,478(+10),,,,[東] 斎藤宏,貴悦,75.0,200703020101
5,3,5,マイネルスペランザ,牡3,55,大野拓弥,1:48.0,クビ,**,7-7-5-4,39.3,8.3,5,472(0),,,,[東] 矢野進,サラブレッドクラブ・ラフィアン,50.0,200703020101
6,5,8,コウヨウウェーブ,牡3,53,千葉直人,1:48.5,3,**,10-9-9-8,39.2,35.3,9,488(0),,,,[東] 菅原泰夫,寺内正光,,200703020101
7,6,11,ルクラージュ,牝3,54,江田照男,1:48.6,クビ,**,1-1-1-1,40.5,5.4,3,522(-6),,,,[東] 境征勝,ヒダカ・ブリーダーズ・ユニオン,,200703020101
8,8,14,ハシルペンチャン,牡3,56,安藤光彰,1:48.6,ハナ,**,10-9-7-7,39.6,28.9,8,436(-8),,,,[東] 小林常泰,齋藤宏明,,200703020101
9,4,6,リカオーナイン,牝3,54,田中勝春,1:49.2,3.1/2,**,5-5-3-4,40.7,3.5,1,460(0),,,,[東] 清水利章,馬場瑛八郎,,200703020101
10,8,15,エイブルコスマー,牝3,54,南田雅昭,1:51.1,大,**,12-12-9-10,41.8,48.3,10,452(-4),,,,[東] 南田美知,中澤隆,,200703020101
11,4,7,ゴールデンシーズ,牝3,54,柄崎将寿,1:51.1,ハナ,**,13-13-13-12,41.5,49.5,11,456(+2),,,,[東] 古賀慎明,池田豊治,,200703020101
12,7,13,ハネダサンサン,牡3,56,土谷智紀,1:51.2,3/4,**,7-11-14-15,41.4,219.4,14,476(+2),,,,[東] 池上昌弘,鈴木とし,,200703020101
13,5,9,カンセイショウリ,牡3,56,後藤浩輝,1:52.0,5,**,15-15-15-13,41.9,57.2,12,486(0),,,,[東] 佐々木亜,山田春枝,,200703020101
14,2,2,ヤマショウグロリア,牡3,56,高橋智大,1:52.3,1.3/4,**,3-4-7-11,43.3,248.5,15,440(+4),,,,[東] 笹倉武久,菅原秀仁,,200703020101
15,6,10,イロハニホヘト,牡3,56,吉田隼人,1:53.1,5,**,5-5-9-13,43.8,128.2,13,480(+12),,,,[東] 浅野洋一,内藤好江,,200703020101
