着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200706050608
1,3,6,ダノンブライアン,牡3,56,後藤浩輝,1:11.7,,**,2-1,38.2,2.2,1,512(+4),,,,[東] 国枝栄,ダノックス,740.0,200706050608
2,3,5,ボストンキコウシ,牡4,57,勝浦正樹,1:12.4,4,**,8-8,37.9,17.0,7,492(0),,,,[東] 沢峰次,ボストンホース,300.0,200706050608
3,1,2,ヒカルラブハート,セ4,57,田中勝春,1:12.5,クビ,**,6-6,38.4,7.6,3,512(-12),,,,[東] 高木登,高橋光,190.0,200706050608
4,4,7,マルターズコッパー,牝3,54,蛯名正義,1:12.6,1/2,**,11-11,37.8,4.5,2,452(+2),,,,[東] 中川公成,藤田与志男,110.0,200706050608
5,4,8,セクシーザムライ,牝3,54,Ｍデムー,1:12.7,1/2,**,8-8,38.2,12.2,4,470(+4),,,,[東] 萱野浩二,コオロ,74.0,200706050608
6,6,12,シーリーコート,牝3,54,柴山雄一,1:12.7,アタマ,**,7-7,38.4,14.2,5,462(-6),,,,[東] 堀宣行,社台レースホース,,200706050608
7,5,10,アップグレーデッド,牡3,56,加藤士津,1:12.8,1/2,**,3-3,39.0,35.9,10,476(+2),,,,[東] 加藤和宏,大樹ファーム,,200706050608
8,7,14,マイムマイム,牝3,54,戸崎圭太,1:13.4,3.1/2,**,13-13,38.4,235.1,14,426(-12),,,,[東] 谷原義明,田島榮二郎,,200706050608
9,7,13,ダイワパンテーラ,牡4,57,武士沢友,1:13.4,アタマ,**,16-15,38.0,84.1,12,446(-5),,,,[東] 中野渡清,大城敬三,,200706050608
10,5,9,ノゾミヒカル,セ3,56,横山典弘,1:13.4,クビ,**,11-12,38.7,16.2,6,464(+6),,,,[東] 後藤由之,富士開発,,200706050608
11,8,15,シーキングドーラ,牝3,54,吉田隼人,1:13.8,2.1/2,**,4-4,39.8,34.0,9,464(+14),,,,[東] 秋山雅一,藤田与志男,,200706050608
12,1,1,トウショウモード,牡3,56,池添謙一,1:13.8,アタマ,**,4-4,39.8,36.9,11,516(+20),,,,[東] 池上昌弘,トウショウ産業,,200706050608
13,6,11,サクラスウィープ,牝3,54,五十嵐雄,1:13.8,ハナ,**,1-2,40.3,17.9,8,478(+12),,,,[東] 藤原辰雄,さくらコマース,,200706050608
14,2,3,アジアンティック,牝4,53,田中博康,1:14.0,3/4,**,8-10,39.5,246.7,15,454(0),,,,[東] 秋山雅一,ディアレスト,,200706050608
15,2,4,ロードソニック,牡4,57,村上忍,1:14.6,3.1/2,**,13-13,39.6,221.1,13,476(-9),,,,[東] 伊藤正徳,ロードホースクラブ,,200706050608
16,8,16,エイユートレジャー,牡5,57,梶晃啓,1:15.6,6,**,15-15,40.4,474.3,16,466(+4),,,,[東] 保田一隆,笹部義則,,200706050608
