着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200701010703
1,5,6,キングデオキシス,牡3,56,勝浦正樹,1:00.5,,**,4-4,36.6,2.7,1,496(+6),,,,[東] 本郷一彦,嶋田賢,500.0,200701010703
2,5,5,カシマミキティ,牝3,54,鈴来直人,1:00.5,ハナ,**,1-1,37.2,7.0,4,420(+6),,,,[東] 佐藤全弘,松浦一久,200.0,200701010703
3,8,11,テンジンミサキオー,牡3,53,黛弘人,1:00.7,1.1/4,**,2-2,37.1,13.5,6,418(+6),,,,[東] 大江原哲,テンジン,130.0,200701010703
4,3,3,カヤドーアズーロ,牝3,53,北村友一,1:00.8,3/4,**,5-5,36.7,3.8,2,446(+8),,,,[東] 岩戸孝樹,黒澤尚,75.0,200701010703
5,8,12,フェスティヴモモ,牝3,54,藤田伸二,1:00.9,クビ,**,2-2,37.3,6.5,3,456(-2),,,,[東] 斎藤宏,臼井義太郎,50.0,200701010703
6,4,4,マルサンカフェ,牡3,56,秋山真一,1:00.9,ハナ,**,9-8,36.2,16.7,7,474(+8),,,,[東] 谷原義明,松井三千年,,200701010703
7,1,1,アサヒミラクル,牝3,51,佐藤聖也,1:00.9,ハナ,**,11-10,35.6,38.3,9,486(0),,,,[東] 内藤一雄,久野正弘,,200701010703
8,2,2,タイムブレイカー,牡3,56,岩田康誠,1:01.1,1.1/2,**,6-6,36.7,9.0,5,476(-6),,,,[西] 浅見秀一,杉山美惠,,200701010703
9,7,10,ケイエスユリ,牝3,54,松田大作,1:01.3,3/4,**,12-12,35.7,24.8,8,484(+10),,,,[西] 高橋成忠,キヨシサービス,,200701010703
10,6,7,トライマイクイン,牝3,54,梶晃啓,1:01.6,2,**,6-7,37.2,235.4,12,438(+12),,,,[東] 佐藤全弘,篠木俊二,,200701010703
11,6,8,スイートジュビリー,牝3,51,丸田恭介,1:01.9,2,**,10-11,36.9,120.5,10,464(+8),,,,[東] 宗像義忠,シンボリ牧場,,200701010703
12,7,9,ビッグアジュール,牡3,53,小島太一,1:02.4,3,**,8-9,37.9,159.1,11,492(+4),,,,[東] 浅野洋一,菅井牧場,,200701010703
