着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705050908
1,5,8,ディーアールボーイ,牡3,56,村田一誠,1:25.5,,**,2-2,37.4,2.7,1,464(+2),,,,[東] 田子冬樹,長谷川文夫,740.0,200705050908
2,2,2,トーホウカラブラン,牡3,56,松岡正海,1:25.5,ハナ,**,5-7,36.6,17.3,7,502(+4),,,,[東] 古賀史生,東豊物産,300.0,200705050908
3,5,7,ヒカルラブハート,セ4,57,吉田隼人,1:25.6,クビ,**,1-1,37.5,10.7,5,524(0),,,,[東] 高木登,高橋光,190.0,200705050908
4,4,6,トウショウツアラー,牡3,56,藤田伸二,1:25.6,クビ,**,8-7,36.7,40.6,9,492(0),,,,[東] 土田稔,トウショウ産業,110.0,200705050908
5,6,10,セイコースペシャル,牡3,56,柴田善臣,1:25.7,クビ,**,4-4,37.2,5.4,3,492(+18),,,,[東] 鈴木康弘,竹國弘,74.0,200705050908
6,8,14,ウイニングヒット,牡4,57,北村宏司,1:25.8,1/2,**,7-5,37.1,4.4,2,462(+2),,,,[東] 佐藤吉勝,芹澤精一,,200705050908
7,7,12,リンクスクイン,牝5,55,田辺裕信,1:26.1,2,**,13-12,36.6,43.5,10,466(-2),,,,[東] 西塚安夫,荻野猛夫,,200705050908
8,7,11,スキャットナンバー,牝3,54,小林淳一,1:26.4,2,**,12-11,37.1,12.6,6,448(0),,,,[東] 佐藤全弘,富岡喜平,,200705050908
9,4,5,セレナドリーム,セ4,54,千葉直人,1:26.6,1.1/4,**,11-12,37.1,245.4,14,460(+29),,,,[東] 菅原泰夫,島川利子,,200705050908
10,3,3,アイアムポセイドン,牡3,56,勝浦正樹,1:26.6,ハナ,**,6-5,37.9,7.8,4,494(+4),,,,[東] 杉浦宏昭,堀紘一,,200705050908
11,3,4,マウントキング,牡4,57,後藤浩輝,1:26.8,1.1/4,**,14-14,37.0,43.6,11,458(+18),,,,[東] 浅野洋一,中沢春吉,,200705050908
12,6,9,ドリームタイガー,牡4,57,石橋脩,1:27.0,1.1/4,**,8-9,37.8,31.1,8,504(+10),,,,[東] 二ノ宮敬,ドリームターフ組合,,200705050908
13,1,1,ラッキーウェイ,牡3,56,吉田豊,1:28.3,8,**,8-9,39.1,166.5,12,506(+36),,,,[東] 柄崎孝,佐藤明,,200705050908
14,8,13,アルファチャングミ,牝4,55,小野次郎,1:29.5,7,**,2-3,41.3,189.9,13,500(+16),,,,[東] 沢峰次,貴悦,,200705050908
