着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200701020503
1,8,12,ツルギダケ,牡3,56,岩田康誠,0:59.6,,**,2-2,36.2,8.6,4,554(0),,,,[東] 清水美波,吉田義昭,500.0,200701020503
2,7,9,ネオタキオン,牡3,56,川島信二,0:59.8,1.1/4,**,1-1,36.5,3.9,2,516(-4),,,,[西] 中尾秀正,吉田和美,200.0,200701020503
3,6,8,テルミヌス,牝3,54,安藤勝己,1:00.0,1.1/2,**,4-3,36.4,1.9,1,514(+4),,,,[東] 栗田博憲,キャロットファーム,130.0,200701020503
4,7,10,キクノジュピター,牡3,55,北村友一,1:00.1,クビ,**,5-5,36.3,63.0,8,458(+8),,,,[西] 境直行,菊池五郎,75.0,200701020503
5,8,11,スギノマリアージュ,牝3,54,四位洋文,1:00.9,5,**,3-3,37.4,5.0,3,430(+14),,,,[東] 古賀史生,杉山美惠,50.0,200701020503
6,2,2,キシュウトレジャー,牝3,54,池添謙一,1:01.0,クビ,**,8-6,36.8,39.7,7,474(+8),,,,[東] 本間忍,木村善一,,200701020503
7,3,3,アンティシペイター,牡3,56,勝浦正樹,1:01.2,1.1/4,**,10-8,36.9,18.6,5,458(+2),,,,[西] 西浦勝一,アカデミー,,200701020503
8,5,6,ダイメイジョイ,牡3,56,小林徹弥,1:01.5,1.3/4,**,8-8,37.3,31.7,6,442(-4),,,,[東] 中野渡清,宮本孝一,,200701020503
9,4,4,マルダイロマン,牝3,54,菊沢隆徳,1:01.5,クビ,**,6-8,37.5,121.3,9,488(+10),,,,[東] 和田正道,大川勝,,200701020503
10,6,7,リアルワース,牝3,54,芹沢純一,1:01.5,ハナ,**,6-6,37.4,146.0,11,458(+4),,,,[東] 中野隆良,日進牧場,,200701020503
11,1,1,コウジンキンキ,牡3,53,池崎祐介,1:02.5,6,**,10-11,38.2,138.7,10,456(0),,,,[東] 武市康男,加藤興一,,200701020503
取,5,5,カイザーイモン,牡3,56,北村浩平,,,**,,,---,,計不,,,,[東] 南田美知,井門敏雄,,200701020503
