着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200805050504
1,6,11,シーフォーアイ,牡2,55,松岡正海,1:26.8,,**,2-2,38.2,12.5,5,532(0),,,,[東] 岩戸孝樹,加藤信之,700.0,200805050504
2,5,9,フレッドバローズ,牡2,55,岩田康誠,1:27.5,4,**,3-3,38.7,3.0,2,510(0),,,,[西] 中竹和也,猪熊広次,280.0,200805050504
3,1,1,エアラスティング,牡2,55,後藤浩輝,1:28.1,3.1/2,**,4-3,39.3,2.8,1,482(0),,,,[東] 田村康仁,ラッキーフィールド,180.0,200805050504
4,4,7,ガッテンムスメ,牝2,54,幸英明,1:28.5,2.1/2,**,1-1,40.0,59.9,10,476(0),,,,[東] 本間忍,大島敏,110.0,200805050504
5,7,12,タマモウィナー,牡2,55,蛯名正義,1:28.6,3/4,**,5-6,39.3,8.9,4,452(0),,,,[東] 伊藤圭三,タマモ,70.0,200805050504
6,5,8,アッフェルグランデ,牝2,54,吉田隼人,1:28.7,1/2,**,5-5,39.6,32.7,7,490(0),,,,[東] 国枝栄,山科統,,200805050504
7,3,5,シルクタイトル,牡2,55,田中勝春,1:28.8,3/4,**,8-7,39.1,72.1,11,466(0),,,,[東] 南田美知,シルク,,200805050504
8,7,13,レオパレード,牡2,55,藤田伸二,1:29.2,2.1/2,**,8-7,39.5,19.5,6,444(0),,,,[東] 加藤征弘,吉田和美,,200805050504
9,2,2,マリリン,牝2,54,内田博幸,1:29.6,2.1/2,**,10-10,39.0,102.4,13,466(0),,,,[東] 水野貴広,根本忠義,,200805050504
10,8,15,ギンザフロンティア,牡2,55,柴田善臣,1:31.5,大,**,12-12,38.9,45.2,8,466(0),,,,[東] 小島太,有馬博文,,200805050504
11,6,10,ユメミツキ,牝2,54,丹内祐次,1:31.5,アタマ,**,5-7,41.9,191.4,14,424(0),,,,[東] 天間昭一,吉田和子,,200805050504
12,8,14,カズノバード,牡2,55,勝浦正樹,1:33.0,9,**,13-13,39.9,91.4,12,518(0),,,,[東] 尾形充弘,鈴木可一,,200805050504
13,4,6,エルサフィール,牝2,54,北村宏司,1:35.6,大,**,10-11,43.2,48.6,9,466(0),,,,[東] 小桧山悟,柴原榮,,200805050504
除,2,3,サザンヴィット,牡2,55,小林淳一,,,**,,,---,,470(0),,,,[東] 土田稔,南波壽,,200805050504
中,3,4,グレイドキング,牡2,55,江田照男,,,**,,,5.0,3,466(0),,,,[東] 矢野照正,グレイドレーシング組合,,200805050504
