着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200701020502
1,4,4,ヤマニンピボワンヌ,牝3,51,佐藤聖也,1:47.7,,**,9-8-2-1,38.5,3.4,2,448(+2),,,,[東] 鈴木康弘,土井肇,500.0,200701020502
2,3,3,ジャルダンデフルー,牝3,54,池添謙一,1:48.4,4,**,3-3-5-4,39.0,2.7,1,464(0),,,,[西] 藤岡健一,グリーンファーム,200.0,200701020502
3,8,12,ニシノキンレンポ,牝3,51,的場勇人,1:48.6,1.1/4,**,11-11-11-7,38.7,11.7,5,476(-2),,,,[東] 杉浦宏昭,西山茂行,130.0,200701020502
4,6,9,フラワーレイ,牝3,51,黛弘人,1:49.1,3,**,13-12-5-6,39.7,41.0,8,414(-6),,,,[東] 伊藤圭三,グランド牧場,75.0,200701020502
5,8,13,ニットウエジョン,牝3,54,藤岡佑介,1:49.2,1/2,**,3-2-2-2,40.0,4.9,3,514(0),,,,[西] 鹿戸明,日東牧場,50.0,200701020502
6,5,7,ベルモントムーラン,牝3,54,菊沢隆徳,1:49.9,4,**,5-3-2-4,40.7,13.4,6,470(+2),,,,[東] 中野渡清,ベルモントファーム,,200701020502
7,2,2,フジノファイター,牝3,54,川島信二,1:51.0,7,**,5-8-7-10,41.2,53.4,9,470(-2),,,,[東] 柄崎孝,藤井五三,,200701020502
8,7,11,スズカエンジェル,牝3,54,岩田康誠,1:51.0,クビ,**,1-1-1-2,41.9,10.0,4,490(+4),,,,[東] 伊藤圭三,永井啓弍,,200701020502
9,1,1,オペラアンドワルツ,牝3,54,勝浦正樹,1:51.7,4,**,8-6-11-12,41.8,78.6,10,450(0),,,,[東] 手塚貴久,高橋修身,,200701020502
10,4,5,サチノオリーブ,牝3,54,梶晃啓,1:51.9,1.1/4,**,5-6-7-8,42.2,350.3,13,424(-6),,,,[東] 平井雄二,佐藤幸彦,,200701020502
11,7,10,タネノエンジェル,牝3,54,古川吉洋,1:52.0,1/2,**,9-8-7-10,42.2,98.6,11,454(-6),,,,[東] 古賀慎明,種村良平,,200701020502
12,5,6,サンムスタング,牝3,54,津村明秀,1:52.6,3.1/2,**,2-3-7-8,42.9,18.7,7,472(-14),,,,[東] 武市康男,加藤信之,,200701020502
13,6,8,ジュエリーチェリー,牝3,54,鈴来直人,1:52.8,1.1/4,**,12-12-13-13,42.2,148.0,12,454(-2),,,,[東] 嶋田功,チエリー商事,,200701020502
