着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200706030307
1,8,9,フローレストウブ,牝5,55,大庭和弥,1:56.4,,**,6-5-4-5,38.4,132.4,10,462(0),,,,[東] 佐藤吉勝,真部晴徳,740.0,200706030307
2,6,6,デュークタイフーン,牝5,55,柴山雄一,1:56.4,クビ,**,3-3-2-3,38.5,13.2,4,466(-2),,,,[東] 小西一男,河合克俊,300.0,200706030307
3,4,4,ヨイチイースト,牝5,55,梶晃啓,1:56.5,クビ,**,2-2-2-2,38.7,9.4,3,514(-12),,,,[東] 保田一隆,加藤興一,190.0,200706030307
4,1,1,ショウナンバラード,牝4,55,吉田豊,1:56.8,1.3/4,**,4-4-4-3,38.7,4.7,2,484(+6),,,,[東] 大久保洋,湘南,110.0,200706030307
5,7,7,シャドウキャスター,牝5,55,内田博幸,1:57.0,1.1/2,**,10-10-8-8,38.5,1.5,1,516(+4),,,,[東] 勢司和浩,飯塚知一,74.0,200706030307
6,8,10,プリンセスデザート,牝4,55,北村宏司,1:57.1,1/2,**,7-7-6-6,38.8,16.3,6,454(-2),,,,[東] 小笠倫弘,鈴木可一,,200706030307
7,2,2,フレッシュブラッド,牝4,55,江田照男,1:57.3,1.1/2,**,1-1-1-1,39.5,41.6,8,462(-2),,,,[東] 尾形充弘,飯田正,,200706030307
8,7,8,グロスターチャーム,牝4,55,勝浦正樹,1:57.3,アタマ,**,8-7-9-9,38.6,121.5,9,428(-6),,,,[東] 中野渡清,服部牧場,,200706030307
9,3,3,ニシノイエロー,牝5,55,小林淳一,1:57.4,クビ,**,8-9-9-9,38.7,30.3,7,508(+6),,,,[東] 石栗龍彦,西山茂行,,200706030307
10,5,5,アイファーラブラブ,牝5,55,古川吉洋,1:57.5,3/4,**,4-5-6-6,39.3,14.6,5,450(+2),,,,[東] 小島茂之,中島稔,,200706030307
