着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200806050304
1,7,13,ハギノバロンドール,牡2,55,横山典弘,1:50.8,,**,4-3-6-6,35.3,2.5,1,488(0),,,,[東] 和田正道,日隈良江,500.0,200806050304
2,8,15,レッドシャドウ,牡2,55,田中勝春,1:51.1,1.3/4,**,7-8-9-7,35.4,4.8,2,466(+2),,,,[東] 国枝栄,東京ホースレーシング,200.0,200806050304
3,3,5,ヒカルマイステージ,牡2,55,内田博幸,1:51.1,クビ,**,13-13-3-3,35.7,5.2,3,504(-6),,,,[東] 勢司和浩,高橋光,130.0,200806050304
4,1,2,ダノニー,牝2,51,伊藤工真,1:51.2,3/4,**,1-1-1-1,36.0,29.6,8,464(-8),,,,[東] 武藤善則,井上一郎,75.0,200806050304
5,2,3,ロイヤルレジェンド,牡2,54,三浦皇成,1:51.3,クビ,**,2-2-2-2,36.0,18.2,6,528(-6),,,,[東] 高橋裕,木村牧場,50.0,200806050304
6,1,1,ドリームスナイパー,牡2,55,津村明秀,1:51.6,1.3/4,**,7-10-11-9,35.8,36.9,10,472(+10),,,,[東] 稲葉隆一,セゾンレースホース,,200806050304
7,3,6,コスモエルベン,牡2,55,柴山雄一,1:51.6,クビ,**,5-6-6-7,36.0,21.8,7,482(+2),,,,[東] 畠山重則,ビッグレッドファーム,,200806050304
8,5,10,グリッドマトリクス,牡2,55,木幡初広,1:51.9,2,**,7-9-9-10,36.2,9.5,5,516(+4),,,,[東] 宗像義忠,薗部博之,,200806050304
9,8,16,タイセイダンサー,牡2,55,柴田善臣,1:52.0,クビ,**,5-5-3-3,36.6,7.6,4,442(+2),,,,[東] 二ノ宮敬,田中成奉,,200806050304
10,2,4,ホビースタイル,牡2,55,北村宏司,1:52.0,ハナ,**,11-11-11-10,36.1,147.2,11,448(+2),,,,[東] 武市康男,首藤徳,,200806050304
11,5,9,ノアブレイク,牡2,55,五十嵐冬,1:52.0,ハナ,**,14-13-14-13,35.8,160.9,12,458(+6),,,,[東] 堀井雅広,佐山公男,,200806050304
12,6,12,クリノサンデーママ,牝2,54,吉田隼人,1:52.5,3,**,2-3-3-3,37.1,184.1,13,422(-2),,,,[西] 荒川義之,栗本博晴,,200806050304
13,4,7,ケージーカチボシ,牡2,55,吉田豊,1:53.2,4,**,12-11-13-13,37.2,34.3,9,532(+6),,,,[東] 嶋田功,川井五郎,,200806050304
14,6,11,ステイアウェイ,牡2,55,菊沢隆徳,1:53.2,クビ,**,15-15-14-15,37.0,435.4,16,396(0),,,,[東] 浅野洋一,内藤好江,,200806050304
15,4,8,クリストリビュート,牝2,54,小野次郎,1:53.3,クビ,**,16-16-16-16,36.8,290.3,15,430(-8),,,,[東] 高橋裕,水上行雄,,200806050304
16,7,14,トウショウライド,牡2,55,勝浦正樹,1:53.3,クビ,**,7-6-6-12,37.8,211.5,14,530(+12),,,,[東] 保田一隆,トウショウ産業,,200806050304
