着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200703030510
1,5,8,ビーアデビル,牝3,53,赤木高太,1:49.8,,**,1-1-1-1,36.5,14.3,7,436(-12),,,,[東] 保田一隆,ミルファーム,1102.5,200703030510
2,4,5,ワイルドシングス,牡4,57,安藤光彰,1:50.0,1.1/4,**,5-4-4-2,36.4,3.5,2,460(-14),,,,[東] 菊川正達,山上和良,435.0,200703030510
3,8,13,オペラブラーボ,牡3,55,木幡初広,1:50.1,3/4,**,5-7-4-4,36.5,3.2,1,430(0),,,,[東] 久保田貴,草間庸文,267.5,200703030510
4,2,2,イイデレインジャー,牡3,55,上村洋行,1:50.1,アタマ,**,10-11-11-9,36.2,8.9,5,456(+2),,,,[西] 池添兼雄,アールエスエーカントリ,160.0,200703030510
5,7,11,モエレコネクション,牡4,57,菊沢隆徳,1:50.3,1.1/2,**,8-8-8-4,36.5,131.4,12,506(+2),,,,[東] 増沢末夫,中村和夫,105.0,200703030510
6,4,6,シャドウストリーム,牝4,55,中舘英二,1:50.7,2.1/2,**,2-2-2-2,37.3,8.2,4,462(+2),,,,[西] 森秀行,飯塚知一,,200703030510
7,6,9,ゴールドネオ,牡3,55,津村明秀,1:50.8,1/2,**,10-10-8-4,37.0,7.4,3,488(-8),,,,[西] 領家政蔵,ゴールドレーシング,,200703030510
8,1,1,ライブリシュロム,牡4,57,太宰啓介,1:50.8,クビ,**,10-11-13-13,36.7,9.0,6,482(-4),,,,[西] 湯窪幸雄,加藤哲郎,,200703030510
9,3,3,スズカシャトル,牡6,57,古川吉洋,1:51.1,1.3/4,**,8-8-8-10,37.3,23.5,8,464(0),,,,[西] 南井克巳,永井啓弍,,200703030510
10,3,4,フリーアディション,牡3,55,丸田恭介,1:51.4,2,**,5-4-6-10,37.7,110.6,11,552(-8),,,,[東] 宗像義忠,青木基秀,,200703030510
11,5,7,カッサイノアラシ,牡3,55,芹沢純一,1:51.5,3/4,**,10-11-11-8,37.6,138.2,13,470(-4),,,,[西] 藤沢則雄,セゾンレースホース,,200703030510
12,6,10,エプソムプライマリ,牡3,55,大野拓弥,1:51.5,アタマ,**,14-14-14-13,37.2,51.1,9,480(+12),,,,[東] 平井雄二,ジャパン・ホースマン・クラブ,,200703030510
13,8,14,エレメンタルソング,牝3,53,西田雄一,1:52.1,3.1/2,**,4-4-6-10,38.4,207.6,14,410(+2),,,,[東] 武藤善則,グリーンファーム,,200703030510
14,7,12,チェルシーザベスト,牡3,55,石橋脩,1:52.4,2,**,2-3-2-4,38.9,68.0,10,508(+10),,,,[東] 二ノ宮敬,広尾レース,,200703030510
