着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200801020612
1,4,4,ニシノドーン,牡4,57,津村明秀,1:45.2,,**,12-12-11-7,37.5,4.5,2,440(-6),,,,[西] 宮本博,西山茂行,1509.4,200801020612
2,2,2,ブレイバー,牡5,57,北村友一,1:45.4,1.1/2,**,6-5-5-5,38.4,4.6,3,468(+6),,,,[東] 和田正道,古賀和夫,598.4,200801020612
3,8,13,ケイエスシンケイト,牡5,57,松田大作,1:45.6,1.1/4,**,5-5-5-5,38.6,12.6,6,488(+2),,,,[西] 高橋成忠,キヨシサービス,374.2,200801020612
4,7,11,ナムラマハラジャ,牡4,57,北村浩平,1:45.8,1.1/4,**,9-9-8-7,38.5,11.2,4,498(+10),,,,[西] 村山明,奈村信重,220.0,200801020612
5,3,3,エプソムボス,牡7,57,田辺裕信,1:46.1,1.3/4,**,12-12-11-12,38.4,72.6,11,522(+8),,,,[東] 石栗龍彦,ジャパン・ホースマン・クラブ,148.0,200801020612
6,6,8,メジロティモン,牡3,54,中舘英二,1:46.1,クビ,**,11-11-13-13,38.0,3.3,1,500(-6),,,,[東] 大久保洋,メジロ牧場,,200801020612
7,5,7,ウグイスジョウ,牝5,55,長谷川浩,1:46.5,2.1/2,**,4-4-3-3,39.8,17.7,9,470(-4),,,,[西] 田所秀孝,加藤信之,,200801020612
8,5,6,ビッグクラウン,牡7,57,古川吉洋,1:46.5,クビ,**,9-10-8-7,39.2,22.1,10,506(-2),,,,[西] 南井克巳,フジワラ・ファーム,,200801020612
9,6,9,スズカフェロー,牡5,57,武幸四郎,1:46.9,2.1/2,**,7-7-7-7,39.7,11.4,5,496(+6),,,,[西] 武宏平,永井啓弍,,200801020612
10,4,5,グローリーソング,牡4,57,小原義之,1:46.9,ハナ,**,7-7-8-7,39.5,264.5,13,468(+4),,,,[西] 小原伊佐,井門敏雄,,200801020612
11,7,10,ファインスティール,牡6,57,竹之下智,1:46.9,アタマ,**,2-2-2-1,40.4,103.5,12,526(+14),,,,[西] 中尾秀正,キャロットファーム,,200801020612
12,8,12,シルクパナシア,牡3,54,田中博康,1:47.6,4,**,3-3-3-3,40.9,14.2,7,460(+6),,,,[東] 鈴木伸尋,シルク,,200801020612
13,1,1,メイショウカルド,牡4,57,西原玲奈,1:47.8,1.1/2,**,1-1-1-2,41.5,16.5,8,490(-4),,,,[西] 岡田稲男,松本好雄,,200801020612
