着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200801020312
1,4,6,アロマンシェス,牡4,57,田中博康,1:29.9,,**,8-7-7,35.0,9.2,5,454(-6),,,,[東] 本間忍,伊達敏明,1091.3,200801020312
2,8,13,マイネベクルックス,牝3,53,津村明秀,1:30.0,1/2,**,6-6-6,35.6,3.5,2,446(+2),,,,[東] 堀井雅広,サラブレッドクラブ・ラフィアン,431.8,200801020312
3,7,11,サクラモサ,牡5,57,三浦皇成,1:30.0,クビ,**,2-2-2,35.9,5.2,3,490(0),,,,[西] 梅田智之,さくらコマース,265.9,200801020312
4,3,4,サザンギャラクシー,牡3,53,藤岡佑介,1:30.1,1/2,**,12-12-9,34.8,3.3,1,508(+2),,,,[西] 橋田満,吉田和美,160.0,200801020312
5,1,1,エスジーストリーム,牡3,55,武幸四郎,1:30.2,クビ,**,10-9-9,35.0,15.6,6,486(+10),,,,[西] 藤岡範士,窪田滋,105.0,200801020312
6,6,9,パラダイスイズヒア,牝3,53,長谷川浩,1:30.4,1.1/4,**,6-7-7,35.5,15.8,7,462(-4),,,,[西] 岡田稲男,社台レースホース,,200801020312
7,4,5,スズノライコウ,牡4,57,北村友一,1:30.4,ハナ,**,14-14-12,34.5,90.6,12,484(-10),,,,[東] 高橋裕,小紫芳夫,,200801020312
8,7,12,マイネルピリアー,牡3,55,秋山真一,1:30.5,3/4,**,4-4-3,36.2,21.6,8,456(+8),,,,[西] 羽月友彦,サラブレッドクラブ・ラフィアン,,200801020312
9,6,10,テイエムカゲムシャ,牡4,57,松田大作,1:30.5,アタマ,**,1-1-1,36.5,8.9,4,490(+12),,,,[西] 柴田政見,竹園正繼,,200801020312
10,2,2,ディアディアー,牡3,55,中舘英二,1:30.7,1.1/4,**,13-13-12,35.2,52.1,10,480(+4),,,,[東] 柄崎孝,ディアレスト,,200801020312
11,3,3,ドリームタイガー,牡5,57,丸田恭介,1:30.8,1/2,**,10-9-9,35.7,40.6,9,504(+8),,,,[東] 二ノ宮敬,ドリームターフ組合,,200801020312
12,5,8,リワードファントム,牡3,55,大野拓弥,1:31.3,3,**,4-4-3,37.1,104.1,13,462(+12),,,,[東] 藤原辰雄,宮崎忠比古,,200801020312
13,8,14,サチノオリーブ,牝4,55,菊沢隆徳,1:31.5,1,**,2-2-3,37.4,235.6,14,436(-14),,,,[東] 嶋田潤,佐藤幸彦,,200801020312
14,5,7,アムリタ,牝4,55,五十嵐冬,1:32.6,7,**,8-9-14,37.5,80.3,11,434(-16),,,,[東] 土田稔,西浦和男,,200801020312
