着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200703020504
1,3,4,マチカネウソブキ,牡7,60,浜野谷憲,3:02.7,,,7-6-5-4,13.2,2.9,2,464(-4),,,,[東] 尾形充弘,細川益男,850.0,200703020504
2,3,3,シュフルール,牝5,58,金子光希,3:02.7,ハナ,,2-2-2-2,13.2,2.7,1,476(-2),,,,[東] 上原博之,臼田浩義,340.0,200703020504
3,6,9,デイトレーダー,牡4,60,横山義行,3:03.0,1.3/4,,5-5-3-3,13.2,8.3,4,472(-6),,,,[東] 天間昭一,ヒダカ・ブリーダーズ・ユニオン,210.0,200703020504
4,6,10,グラスファイター,牡5,60,山本康志,3:03.6,3.1/2,,1-1-1-1,13.3,6.7,3,470(-14),,,,[東] 斎藤誠,半沢,130.0,200703020504
5,5,7,マイネルヴェステン,牡4,60,宗像徹,3:04.9,8,,13-11-9-8,13.4,22.7,6,496(+6),,,,[東] 稲葉隆一,サラブレッドクラブ・ラフィアン,85.0,200703020504
6,8,13,ユメノジェネラス,牡7,60,柴田未崎,3:05.0,クビ,,9-7-7-6,13.4,32.4,8,470(-2),,,,[東] 内藤一雄,三橋琢磨,,200703020504
7,8,14,ブレイブストーリー,牡4,60,石神深一,3:05.3,1.3/4,,7-7-6-6,13.4,168.3,13,476(+8),,,,[東] 古賀史生,前田幸治,,200703020504
8,2,2,プライマリーケア,牡7,60,五十嵐雄,3:05.5,1.1/4,,4-4-4-5,13.4,25.2,7,476(+6),,,,[東] 久保田貴,武政茂子,,200703020504
9,5,8,オンワードワンダー,牝5,58,沢昭典,3:05.8,1.3/4,,14-14-11-9,13.4,15.2,5,440(-14),,,,[東] 沢峰次,オンワード牧場,,200703020504
10,7,11,リネンハッシン,セ7,60,蓑島靖典,3:09.6,大,,9-11-14-12,13.7,38.4,9,430(-10),,,,[東] 南田美知,戸山光男,,200703020504
11,7,12,ミツバシーケンス,牡4,60,穂苅寿彦,3:10.0,2.1/2,,2-2-8-10,13.7,45.6,10,468(-22),,,,[東] 根本康広,尾野敬次,,200703020504
12,1,1,クロタラリア,牝4,58,水出大介,3:11.3,8,,6-9-12-13,13.8,114.2,11,476(+4),,,,[東] 浅野洋一,井口莞爾,,200703020504
13,4,6,クインリボー,牝4,57,千葉直人,3:12.1,5,,9-10-10-11,13.9,180.9,14,460(+2),,,,[東] 岩城博俊,玉井英夫,,200703020504
14,4,5,ダイワアルテミス,牝4,58,田中剛,3:14.3,大,,12-11-12-14,14.0,117.3,12,462(-2),,,,[東] 佐藤吉勝,大城敬三,,200703020504
