着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200805020312
1,4,8,タムロイーネー,牝7,55,後藤浩輝,1:23.5,,**,13-13,34.6,5.9,2,492(-14),,,,[西] 西園正都,谷口屯,1050.0,200805020312
2,5,10,シュウザンアイ,牝6,52,伊藤工真,1:23.8,2,**,15-15,34.0,8.4,3,470(0),,,,[東] 鈴木康弘,平光良,420.0,200805020312
3,2,3,エイダイタカラブネ,牝5,55,勝浦正樹,1:23.8,クビ,**,5-4,35.9,18.1,8,490(0),,,,[東] 鈴木康弘,東振牧場,260.0,200805020312
4,3,5,クレヨンルージュ,牝5,55,松岡正海,1:23.8,ハナ,**,2-3,36.0,2.1,1,494(-6),,,,[東] 栗田博憲,齊藤四方司,160.0,200805020312
5,7,13,モンテチェリー,牝5,55,田中勝春,1:24.3,3,**,2-2,36.7,14.8,6,492(-4),,,,[東] 小島茂之,毛利喜昭,105.0,200805020312
6,1,2,トーセンレジェンド,牝5,55,柴田善臣,1:24.5,1,**,4-4,36.5,9.0,4,464(+8),,,,[東] 鈴木康弘,島川隆哉,,200805020312
7,2,4,メジロターキッシュ,牝6,55,郷原洋司,1:24.8,1.3/4,**,7-7,36.6,158.6,15,480(-4),,,,[東] 高橋裕,メジロ牧場,,200805020312
8,4,7,モンプティクール,牝5,55,五十嵐雄,1:24.8,ハナ,**,12-9,36.3,45.8,10,462(0),,,,[東] 大江原哲,キャロットファーム,,200805020312
9,3,6,シャイニングムーン,牝6,55,津村明秀,1:25.0,1.1/2,**,7-7,36.7,25.4,9,484(0),,,,[東] 小西一男,飯田政子,,200805020312
10,5,9,フローレストウブ,牝6,55,大庭和弥,1:25.0,ハナ,**,14-14,35.9,73.6,12,464(-4),,,,[東] 佐藤吉勝,真部晴徳,,200805020312
11,1,1,トレトレジョリ,牝8,55,小林淳一,1:25.1,3/4,**,1-1,37.6,14.0,5,522(-8),,,,[東] 斎藤誠,高昭牧場,,200805020312
12,6,11,イブキゴルデルゼ,牝7,55,江田照男,1:25.4,2,**,7-9,36.9,145.6,13,454(-2),,,,[東] 星野忍,伊吹,,200805020312
13,8,15,ビーボーン,牝5,55,福永祐一,1:25.5,クビ,**,10-12,36.8,57.7,11,488(+12),,,,[東] 中川公成,伊達敏明,,200805020312
14,8,16,オポテューニティ,牝6,55,吉田隼人,1:26.2,4,**,10-9,37.7,148.2,14,496(+4),,,,[東] 稗田研二,平岡茂樹,,200805020312
15,7,14,ミスティックリバー,牝5,55,川田将雅,1:26.2,クビ,**,5-4,38.2,15.0,7,456(-16),,,,[西] 森秀行,社台レースホース,,200805020312
除,6,12,ケイアイスカイ,牝6,55,戸崎圭太,,,**,,,---,,484(+6),,,,[東] 清水利章,亀田守弘,,200805020312
