着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200706030110
1,6,12,アクレイム,牡5,57,吉田隼人,1:48.1,,**,5-5-4-3,35.0,22.5,8,480(+10),,,,[東] 秋山雅一,臼田浩義,1517.8,200706030110
2,2,4,マイネルキッツ,牡4,56,後藤浩輝,1:48.3,1,**,3-3-4-4,35.2,3.9,2,480(-4),,,,[東] 国枝栄,サラブレッドクラブ・ラフィアン,600.8,200706030110
3,5,9,シルクダッシュ,牡6,55,小林淳一,1:48.4,3/4,**,10-10-12-9,34.8,40.4,10,494(0),,,,[東] 斎藤誠,シルク,375.4,200706030110
4,3,5,スギノベラージオ,牡4,53,福永祐一,1:48.5,1/2,**,7-6-7-8,35.2,64.1,12,488(-2),,,,[西] 浅見秀一,杉山美惠,220.0,200706030110
5,3,6,ショートローブス,牡7,57,松岡正海,1:48.6,クビ,**,3-3-2-2,35.7,6.8,3,472(-2),,,,[東] 相沢郁,サンデーレーシング,148.0,200706030110
6,5,10,ニシノフリーダム,牡4,54,柴田善臣,1:48.7,3/4,**,10-10-7-5,35.4,69.1,13,526(+2),,,,[東] 鈴木伸尋,西山茂行,,200706030110
7,7,13,パートゥーアワーズ,牡5,54,北村宏司,1:48.8,3/4,**,7-6-7-9,35.4,17.3,6,450(+2),,,,[東] 古賀慎明,吉田和美,,200706030110
8,4,7,アフリカンビート,牡5,56,横山典弘,1:49.0,1.1/4,**,14-14-11-9,35.5,14.0,4,516(-2),,,,[西] 森秀行,社台レースホース,,200706030110
9,2,3,クラウニングワーク,牡5,53,小野次郎,1:49.0,クビ,**,12-12-12-14,35.4,85.9,15,444(+6),,,,[東] 和田正道,ヒダカ・ブリーダーズ・ユニオン,,200706030110
10,1,1,メジロラルゴ,牝4,52,武士沢友,1:49.0,ハナ,**,12-13-12-9,35.4,14.8,5,420(-6),,,,[東] 保田一隆,メジロ商事,,200706030110
11,4,8,アサクサゼットキ,牡4,57,菊沢隆徳,1:49.1,クビ,**,7-6-7-5,35.7,2.4,1,506(-2),,,,[東] 河野通文,田原慶子,,200706030110
12,8,15,ヤナギムシ,牡8,54,岩部純二,1:49.3,1.1/4,**,6-6-6-5,36.1,33.9,9,508(+10),,,,[東] 和田正道,井口莞爾,,200706030110
13,7,14,マイネルエクセラン,牡5,54,蛯名正義,1:49.3,ハナ,**,16-16-16-16,35.0,49.4,11,476(0),,,,[西] 中村均,サラブレッドクラブ・ラフィアン,,200706030110
14,1,2,フジマサチャンプ,牡8,52,勝浦正樹,1:49.3,クビ,**,15-15-15-15,35.4,93.1,16,450(-2),,,,[東] 佐々木亜,藤原正一,,200706030110
15,6,11,カネサマンゲツ,牡5,56,吉田豊,1:49.4,1/2,**,2-2-1-1,36.7,21.4,7,480(-4),,,,[東] 久保田貴,笠原幸六,,200706030110
16,8,16,リファインドボディ,牡4,54,佐藤聖也,1:50.0,3.1/2,**,1-1-3-9,37.0,83.1,14,524(+20),,,,[東] 根本康広,井上修一,,200706030110
