着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200801010104
1,7,12,アグネスクイック,牡2,52,三浦皇成,1:30.9,,**,4-4-2,36.1,3.6,2,516(0),,,,[東] 河野通文,渡辺孝男,700.0,200801010104
2,1,1,カネトシコウショウ,牡2,54,秋山真一,1:31.0,3/4,**,4-4-3,36.1,116.8,13,468(0),,,,[西] 中村均,兼松利男,280.0,200801010104
3,3,4,ジェルミナル,牝2,54,武幸四郎,1:31.0,クビ,**,8-6-7,36.0,10.2,4,466(0),,,,[西] 藤原英昭,社台レースホース,180.0,200801010104
4,2,2,オーシャンロード,牝2,54,藤田伸二,1:31.2,1.1/4,**,1-1-1,36.6,2.2,1,454(0),,,,[西] 昆貢,ローレルレーシング,110.0,200801010104
5,8,14,ガリアーノ,牡2,54,池添謙一,1:31.3,1/2,**,8-6-4,36.3,19.5,7,442(0),,,,[西] 池添兼雄,キャロットファーム,70.0,200801010104
6,6,9,ピロートーク,牝2,54,横山典弘,1:31.6,2,**,7-11-12,36.3,40.0,11,412(0),,,,[東] 藤原辰雄,齊藤四方司,,200801010104
7,5,7,ババロア,牡2,54,四位洋文,1:31.7,3/4,**,11-6-4,36.7,18.4,5,472(0),,,,[西] 浅見秀一,馬場幸夫,,200801010104
8,6,10,マイネルロワイヤル,牡2,54,津村明秀,1:31.8,3/4,**,10-9-9,36.7,30.4,9,452(0),,,,[西] 中村均,サラブレッドクラブ・ラフィアン,,200801010104
9,3,3,プラネットクルーズ,牡2,54,長谷川浩,1:31.9,1/2,**,4-9-9,36.7,26.8,8,454(0),,,,[西] 松永幹夫,社台レースホース,,200801010104
10,4,5,レティセラ,牝2,54,安藤勝己,1:32.1,1.1/4,**,11-12-7,36.7,8.7,3,400(0),,,,[西] 松田博資,キャロットファーム,,200801010104
11,8,13,タイセイラプター,牡2,54,芹沢純一,1:32.9,5,**,13-14-12,37.2,217.9,14,472(0),,,,[西] 新川恵,田中成奉,,200801010104
12,7,11,プロウスト,牡2,53,北村友一,1:33.0,3/4,**,13-12-9,37.6,34.8,10,482(0),,,,[東] 高松邦男,伊達敏明,,200801010104
13,5,8,テイクフライト,牡2,54,松田大作,1:35.2,大,**,2-2-4,40.5,19.3,6,514(0),,,,[西] 大久保龍,サンデーレーシング,,200801010104
14,4,6,ピエナマックス,牡2,54,大野拓弥,1:35.9,4,**,2-2-12,41.2,61.7,12,536(0),,,,[西] 谷潔,本谷兼三,,200801010104
